,Function,Original Comment,Predicted comment
490,def start new kernel startup timeout 60 kernel name 'python' kwargs logger debug 'starting new kernel s ' kernel name km kernel name kernel name kernel spec manager nbvalkernelspecmanager km start kernel kwargs kc km client kc start channels try kc wait for ready timeout startup timeout except runtimeerror logger exception 'failure starting kernel s ' kernel name kc stop channels km shutdown kernel raise return km kc ,a new kernel and return its manager and client , returns a list of class instances instances instances instances of a list of class instances instances instances instances
491,def self tarinfo targetpath make a character or block device called targetpath if not hasattr os or not hasattr os raise extracterror special devices not supported by system mode tarinfo mode if tarinfo mode stat s else mode stat s os targetpath mode os tarinfo devmajor tarinfo devminor ,make a character or block device called targetpath , returns a list of class instances instances instances instances of a list of class instances instances instances instances instances age age spark spark select age 2 2 2 2 2 2 2 2 2 2 omd allitems 1 2 2 omd allitems 1 2 omd allitems 1 2 omd allitems 1 2 omd allitems 1 2 omd allitems 1 2 omd allitems 1 2 omd allitems 1 2 omd allitems 1 2 omd allitems omd allitems 1 2 omd allitems omd allitems 1 2 omd allitems omd allitems 1 2 omd allitems 1
492,def save until eos ids skip false ids ids flatten if skip return ids try index list ids index text encoder eos id return ids 0 index except valueerror no eos id return the array as is return ids ,strips everything after the first eos token which is normally 1 , load a string from a given file
493,def get cache key self name filename none hash sha1 name encode 'utf 8' if filename is not none filename ' ' filename if isinstance filename text type filename filename encode 'utf 8' hash update filename return hash hexdigest ,returns the unique hash key for this template name , returns a dictionary of a dictionary of a dictionary of a dictionary of a dictionary of a dictionary of a dictionary of a dictionary of objects objects to a dictionary of a dictionary returns a dictionary of a dictionary of a dictionary of a dictionary of objects
494,def build vocab filename vocab path vocab size reads a file to build a vocabulary of vocab size most common words the vocabulary is sorted by occurrence count and has one word per line originally from https github com tensorflow models blob master tutorials rnn reader py args filename file to read list of words from vocab path path where to save the vocabulary vocab size size of the vocabulary to generate data read words filename counter collections counter data count pairs sorted counter items key lambda x x 1 x 0 words list zip count pairs words words vocab size with open vocab path w as f f write n join words ,reads a file to build a vocabulary of vocab size most common words the vocabulary is sorted by occurrence count and has one word per line originally from https github com tensorflow models blob master tutorials rnn reader py args filename file to read list of words from vocab path path where to save the vocabulary vocab size size of the vocabulary to generate , create a new path from a file
495,def check venv self if self zappa venv self zappa get current venv else just for init when we don't have settings yet venv zappa get current venv if not venv raise click style zappa bold true requires an click style active virtual environment bold true fg red n learn more about virtual environments here click style http docs python org en latest dev virtualenvs bold false fg cyan ,ensure we're inside a virtualenv , returns a list of class instances instances instances instances of a list of class instances instances instances instances instances rtype class class instance returns a copy of class instance
496,def bokeh commit name rawtext text lineno options none content none ''' link to a bokeh github issue returns 2 part tuple containing list of nodes to insert into the document and a list of system messages both are allowed to be empty ''' app document settings env app node make gh link node app rawtext 'commit' ' 'commit' text options return node ,link to a bokeh github issue returns 2 part tuple containing list of nodes to insert into the document and a list of system messages both are allowed to be empty , returns a list of class instances instances instances fields returns a list of class instances instances
497,def unpickle panel compat self state pragma no cover unpickle the panel from pandas io pickle import unpickle array unpickle unpickle array vals items major minor state items unpickle items major unpickle major minor unpickle minor values unpickle vals wp panel values items major minor self data wp data ,unpickle the panel , returns a list of class pyspark instances instances
498,def generic find constraint name table columns insp for in insp get unique constraints table if columns set names' return 'name' ,utility to find a unique constraint name in alembic migrations , returns a list of tuples
499,def is named tuple cls b cls bases if len b 1 or b 0 tuple return false f getattr cls fields none if not isinstance f tuple return false return all type n str for n in f ,return true if cls is a namedtuple and false otherwise , returns a dictionary of a dictionary of each column name is a dictionary of a dictionary of each column name is a dictionary of a dictionary of each column name and returns a dictionary containing a dictionary of each column name and name of a dictionary
500,def np array datetime64 compat arr args kwargs provide compat for construction of an array of strings to a np array dtype np datetime64 tz changes in 1 11 that make '2015 01 01 09 00 00z' show a deprecation warning when need to pass '2015 01 01 09 00 00' is list like if hasattr arr ' iter ' and not isinstance arr str bytes arr tz replacer s for s in arr else arr tz replacer arr return np array arr args kwargs ,provide compat for construction of an array of strings to a np array dtype np datetime64 tz changes in 1 11 that make '2015 01 01 09 00 00z' show a deprecation warning when need to pass '2015 01 01 09 00 00' , returns a list of class instances
501,def split from df self col intsorstrs 2 split the data from the col in the dataframe in self inner df valid idx np where self inner df iloc df names to idx col self inner df 0 return self split by idx valid idx ,split the data from the col in the dataframe in self inner df , returns a list of class instances instances instances instances of a dictionary of class class class instances instances instances param extra extra extra that that is a valid type class class class class class instance param instance that class copy of class type class class class class instance param iterator a class instance that is currently in a class type class class class class instance returns a class instance instance instance
502,def self name search an attribute associated to a node this function also looks in dtd attribute declaration for fixed or default declaration values unless dtd use has been turned off ret libxml2mod self o name if ret is none return none tmp xmlattr obj ret return tmp ,search an attribute associated to a node this function also looks in dtd attribute declaration for fixed or default declaration values unless dtd use has been turned off , returns a list of class instances instances instances instances of a list of class instances instances instances instances instances age age name u'alice' age 2 2 2 3 2 2 3 2 2 2 2 2 2 2 omd allitems 2 2 omd allitems 1 2 2 omd allitems 1 2 omd allitems 1 2 omd allitems 1 2 omd allitems 1 2 omd allitems 1 2 omd allitems 1 2 omd allitems 1 2 omd allitems 1 2 omd allitems 1 2 omd allitems omd allitems 1 2 omd allitems omd allitems
503,def notify change self model attr old new hint none setter none callback none ''' called by model when it changes ''' if name changes update by name index if attr 'name' if old is not none self all models by name remove value old model if new is not none self all models by name add value new model if hint is none serializable new model lookup attr serializable value model else serializable new none event modelchangedevent self model attr old new serializable new hint setter callback self trigger on change event ,called by model when it changes , returns a list of class pyspark instances instances
504,def which pip allow global false location none if virtual env in os environ location os environ virtual env if allow global if location pip which pip location location if pip return pip for p in pip where system which p if where return where pip which pip if not pip pip fallback which pip allow global allow global location location return pip ,returns the location of virtualenv installed pip , returns a dictionary of a dictionary of each column name is a dictionary of a dictionary of each column name is a dictionary of a dictionary
505,def variable on cpu name shape initializer r next we concern ourselves with graph creation however before we do so we must a utility function variable on cpu used to create a variable in cpu memory use the cpu 0 device for scoped operations with tf device config cpu device create or get variable var tf get variable name name shape shape initializer initializer return var ,r next we concern ourselves with graph creation however before we do so we must a utility function variable on cpu used to create a variable in cpu memory , returns a list of class instances instances
506,def next monday dt if holiday falls on saturday use following monday instead if holiday falls on sunday use monday instead if dt weekday 5 return dt timedelta 2 elif dt weekday 6 return dt timedelta 1 return dt ,if holiday falls on saturday use following monday instead if holiday falls on sunday use monday instead , create a new xmlxpathobjectptr of type from a list of strings if it does not exist
507,def get drive url self url session response session get url stream true if response status code 200 raise 'failed to get url s http code d ' url response status code for k v in response cookies items if k startswith 'download return url ' confirm ' v v is the confirm token no token found let's try with original url return url ,returns url possibly with token , returns a list of class google cloud bigquery model reference reference to a list of class google cloud bigquery bigquery reference reference rest v2 configuration configuration
508,def trigger self trigger all callbacks registered to this future this method is called internally by the batch once the batch completes args message id str the message id as a string self completed set for callback in self callbacks callback self ,trigger all callbacks registered to this future this method is called internally by the batch once the batch completes args message id str the message id as a string , returns a list of class instances instances instances fields returns a list of class instances instances
509,def export module attachments meta graph added attachments tf v1 get collection attachment collection internal if not added attachments return don't touch meta graph unique attachments collections ordereddict avoid attachment key attachment for attachment in added attachments meta graph collection def attachment collection saved bytes list value attachment serializetostring for attachment in unique attachments values ,exports from the current tf graph into meta graph , returns a list of all files in this instance
510,def setting ctx num gpus description set gpu module if num gpus 0 ctx mx gpu i for i in range num gpus else ctx mx cpu return ctx ,description set gpu module , returns a list of class instances instances instances instances of each property that is a valid field
511,def fs str string encodes a string into the proper filesystem encoding borrowed from pip tools if isinstance string str return string assert not isinstance string bytes return string encode fs encoding ,encodes a string into the proper filesystem encoding borrowed from pip tools , create a new context context for a given context
512,def write array empty self key value ugly hack for length 0 axes arr np empty 1 value ndim self handle create array self group key arr getattr self group key v attrs value type str value dtype getattr self group key v attrs shape value shape ,write a 0 len array , returns a list of class instances instances
513,def self options ret libxml2mod self o options return ret ,applies the options to the parser context , returns a list of class instances instances instances fields returns a list of class instances instances
514,def to html doc output tmp style dep doc method extension for saving the current state as a displacy visualization generate filename from first six non tokens file name join w text for w in doc 6 if not w is html html displacy render doc style style page true render markup if output is not none output path path output if not output path exists output path mkdir output file path output file name output file open w encoding utf 8 write html save to file print saved html to format output file else print html ,doc method extension for saving the current state as a displacy visualization , returns a list of strings
515,def wrapper ref filename filename case sensitive false ref lines text encoder native to unicode tf gfile open ref filename r read split n lines text encoder native to unicode tf gfile open filename r read split n assert len ref lines len lines format len ref lines len lines if not case sensitive ref lines x lower for x in ref lines lines x lower for x in lines ref tokens tokenize x for x in ref lines tokens tokenize x for x in lines return compute ref tokens tokens ,compute for two files reference and hypothesis translation , create a new context context for a given file
516,def format usage self ctx formatter pieces self collect usage pieces ctx formatter write usage ctx command path ' ' join pieces ,writes the usage line into the formatter , returns a list of class instances instances
517,def start check time int 500 none begins source files for changes versionchanged 5 0 the io loop argument deprecated since version 4 1 has been removed io loop ioloop ioloop current if io loop in io loops return io loops io loop true if len io loops 1 gen log warning tornado started more than once in the same process modify times type dict str float callback functools partial reload on update modify times scheduler ioloop periodiccallback callback check time scheduler start ,begins source files for changes versionchanged 5 0 the io loop argument deprecated since version 4 1 has been removed , returns a list of class instances instances
518,def edit filter self   filters valid qinputdialog gettext self 'edit filename  'name filters '  qlineedit normal  join self name filters  if valid  filters f strip for f in to text string filters split ' '  self parent widget sig option changed emit 'name filters  self set name filters filters ,edit name filters , returns a list of strings if a list of objects is a list of class google cloud bigtable bigtable types types returns a list of class google cloud bigtable bigtable copy instance
519,def set editor ids order self ordered editor ids   order the root file items in the outline explorer following the provided list of editor ids   if self ordered editor ids ordered editor ids  self ordered editor ids ordered editor if self sort files alphabetically is false  self sort toplevel items ,order the root file items in the outline explorer following the provided list of editor ids , returns a list of class instances instances
520,def symlink to self target target is directory false make this path a symlink pointing to the given path note the order of arguments self target is the reverse of os symlink's if self closed self raise closed self accessor symlink target self target is directory ,make this path a symlink pointing to the given path note the order of arguments self target is the reverse of os symlink's , returns a list of class instances instances instances instances
521,def summarize tensors tensor dict tag none summarize the tensors args tensor dict a dictionary of tensors tag name scope of the summary defaults to tensors if tag is none tag tensors for t name in list tensor dict t tensor dict t name tf summary histogram tag t name t ,summarize the tensors args tensor dict a dictionary of tensors tag name scope of the summary defaults to tensors , returns a list of strings
522,def add api compression self api id min compression size add rest api compression self apigateway client update rest api restapiid api id patchoperations 'op' 'replace' 'path' ' 'value' str min compression size ,add rest api compression , create a new path from a file descriptor args filename str path to parse file
523,def set bulk size size set size limit on bulk execution bulk execution bundles many operators to run together this can improve performance when running a lot of small operators sequentially parameters size int maximum number of operators that can be bundled in a bulk returns int previous bulk size prev ctypes c int check call lib ctypes c int size ctypes byref prev return prev value ,set size limit on bulk execution bulk execution bundles many operators to run together this can improve performance when running a lot of small operators sequentially parameters size int maximum number of operators that can be bundled in a bulk returns int previous bulk size , returns a list of class instances
524,def convert model from external data model type modelproto none call to set all tensors data as embedded data save model saves all the tensors data as embedded data after calling this function params model modelproto to be converted for tensor in get all tensors model if uses external data tensor if not tensor hasfield raw data raise valueerror raw data field doesn't exist del tensor external data tensor data location tensorproto default ,call to set all tensors data as embedded data save model saves all the tensors data as embedded data after calling this function params model modelproto to be converted , returns a dictionary of a dictionary of a dictionary of each column name is a dictionary of a dictionary of a dictionary
525,def get history lines self history file name self get history file name if os path isfile history file name with io open history file name 'r' encoding 'utf 8' errors 'ignore' as history file lines history file readlines if settings history limit lines lines settings history limit for line in lines prepared self script from history line strip if prepared yield prepared ,returns list of history entries , returns a list of class names
526,def get pooling layers self start node id end node id layer list node list start node id assert self depth first search end node id layer list node list ret for layer id in layer list layer self layer list layer id if is layer layer pooling ret append layer elif is layer layer conv and layer stride 1 ret append layer return ret ,given two node ids return all the pooling layers between them , returns a list of class names
527,def sources self returns the list of which are used as sources the extra properties specified for sources are not represented the only used of this rule at the moment is the ' dump feature of the test system if self source targets none self source targets for s in self sources self source targets append resolve reference s self project 0 return self source targets ,returns the list of which are used as sources the extra properties specified for sources are not represented the only used of this rule at the moment is the ' dump feature of the test system , returns a list of class instances instances instances instances of a list of class instances instances
528,def self no provides the value of the attribute with the specified index relative to the containing element ret libxml2mod self o no return ret ,provides the value of the attribute with the specified index relative to the containing element , returns a list of class instances instances instances instances of a list of class instances instances instances
529,def self x y moves a point x y to within the boundaries of the canvas return x y where is true if x or y were changed false if not if x 0 or x self pixmap width or y 0 or y self pixmap height x max x 0 y max y 0 x min x self pixmap width y min y self pixmap height return x y true return x y false ,moves a point x y to within the boundaries of the canvas return x y where is true if x or y were changed false if not , returns a list of class instances instances instances fields returns a list of class instances instances
530,def construct error handling self updates the flask app with error handlers for different error codes self app register error handler 500 lambdaerrorresponses generic service exception self app register error handler 404 lambdaerrorresponses generic path not found self app register error handler 405 lambdaerrorresponses generic method not allowed ,updates the flask app with error handlers for different error codes , returns a list of class google cloud bigquery instance schemafield a list of class google cloud bigquery query schemafield a list of class google cloud bigquery query schemafield a list of class google cloud bigquery query schemafield a list of class google cloud bigquery query schemafield a list of class google cloud bigquery query schemafield a list of class google cloud bigquery query schemafield a list of class google cloud bigquery query schemafield a list of class google cloud bigquery query schemafield a list of class google cloud bigquery query schemafield a list
531,def weights multi problem all labels taskid 1 taskid check nonnegative taskid weights to float tf not equal labels 0 past taskid tf cumsum to float tf equal labels taskid axis 1 additionally zero out the task id location past taskid to float tf not equal labels taskid non taskid to float labels example mask to float tf not equal past taskid non taskid 0 example mask tf reduce sum example mask axis 1 example mask to float tf greater example mask tf zeros like example mask return weights tf expand dims example mask axis 1 ,assign weight 1 0 to only examples from the given task , returns a list of class instances instances instances instances
532,def export dashboards print stdout dashboard file data dashboard import export export dashboards db session if print stdout or not dashboard file print data if dashboard file logging info 'exporting dashboards to s' dashboard file with open dashboard file 'w' as data stream data stream write data ,export dashboards to json , returns a list of class google cloud bigquery table schemafield
533,def from dict cls database mapping reconstruct an instance from a mapping type database class google cloud spanner database database param database database to use type mapping mapping param mapping serialized state of the instance rtype class batchsnapshot instance cls database session instance session database session session session id mapping session id snapshot instance snapshot session snapshot snapshot transaction id mapping transaction id return instance ,reconstruct an instance from a mapping type database class google cloud spanner database database param database database to use type mapping mapping param mapping serialized state of the instance rtype class batchsnapshot , returns a dictionary of a dictionary of a dictionary of each column name is a dictionary of a dictionary of a dictionary
534,def get lr lr epoch steps factor for s in steps if epoch s lr factor return lr ,get learning rate based on schedule , returns a dictionary of all of this instance
535,def checkpoint self interval enable periodic checkpointing of rdds of this dstream param interval time in seconds after each period of that generated rdd will be checkpointed self is checkpointed true self jdstream checkpoint self ssc interval return self ,enable periodic checkpointing of rdds of this dstream param interval time in seconds after each period of that generated rdd will be checkpointed , returns a list of class instances
536,def layer norm x filters none epsilon 1e 6 name none reuse none layer collection none if filters is none filters shape list x 1 with tf variable scope name default name layer norm values x reuse reuse scale bias layer norm vars filters return layer norm compute x epsilon scale bias layer collection layer collection ,layer normalize the tensor x averaging over the last dimension , returns a list of class instances instances instances instances of a list of class instances instances
537,def lookupencoding encoding return the python codec name corresponding to an encoding or none if the string doesn't correspond to a valid encoding if isinstance encoding binary type try encoding encoding decode ascii except unicodedecodeerror return none if encoding is not none try return lookup encoding except attributeerror return none else return none ,return the python codec name corresponding to an encoding or none if the string doesn't correspond to a valid encoding , returns a list of class instances instances
538,def assert can do op self value check value is valid for scalar op if not is scalar value msg 'value' must be a scalar passed 0 raise typeerror msg format type value name ,check value is valid for scalar op , returns a list of class instances instances instances instances of a list of class instances instances instances instances instances age age name u'alice' age age 2 2 2 3 2 2 3 2 2 2 2 2 2 2 omd allitems 2 2 omd allitems 1 2 2 omd allitems 1 2 omd allitems 1 2 omd allitems 1 2 omd allitems 1 2 omd allitems 1 2 omd allitems 1 2 omd allitems 1 2 omd allitems 1 2 omd allitems 1 2 omd allitems omd allitems 1 2 omd allitems omd
539,def process self   var name self name edt text  try  self var name str var name  except unicodeencodeerror  self var name to text string var name  if self text widget get as data  self clip data self get table data  elif self text widget get as code  self clip data try to eval  to text string self get plain text  else  self clip data to text string self get plain text  self accept ,process the data from clipboard , returns a list of class instances instances instances instances of a list of class instances instances
540,def multiple callbacks callbacks args kwargs sends args and kwargs to any configured callbacks this handles the cases where the variable is none a single function or a list if isinstance callbacks list for cb in callbacks cb args kwargs return if callbacks callbacks args kwargs ,sends args and kwargs to any configured callbacks this handles the cases where the variable is none a single function or a list , returns a list of class instances instances instances instances of a list of class instances instances
541,def nack self to the given message this will cause the message to be re to the subscription self request queue put requests nackrequest ack id self ack id byte size self size ,to the given message this will cause the message to be re to the subscription , returns a list of class instances instances instances
542,def reduce self ctx context cpu if self stype 'default' block self list data data ndarray add n w copyto ctx for w in block len block else fetch all rows for 'row param all row ids ndarray arange 0 self shape 0 dtype 'int64' ctx ctx data ndarray zeros self shape stype 'row ctx ctx self trainer row sparse pull self data all row ids full idx true return data ,reduce data from multiple context to cpu , returns a list of class instances instances instances fields returns a list of class instances instances
543,def dump profiles self path dump the profile stats into directory path if self profiler collector is not none self profiler collector dump profiles path else raise runtimeerror 'spark python configuration must be set to 'true' to enable python profile ,dump the profile stats into directory path , returns a list of class names
544,def map unity proxy to object value map returning value if it is unity sframe sarray map it vtype type value if vtype in proxy map return proxy map vtype value elif vtype list return map unity proxy to object v for v in value elif vtype dict return k map unity proxy to object v for k v in value items else return value ,map returning value if it is unity sframe sarray map it , returns a list of class pyspark instances instances
545,def export self path variables saver internal args path string where to export the module to variables saver an unary function that writes the module variables checkpoint on the given path self saved model handler export path variables saver variables saver module def proto module def pb2 module def proto format module def pb2 format v3 module def filename get module proto path path tf utils atomic write string to file module def filename module def proto serializetostring overwrite false logging info exported tf hub module to s path ,internal args path string where to export the module to variables saver an unary function that writes the module variables checkpoint on the given path , return a fully qualified project string
546,def open self opens the file if it's not yet open this call might fail with a exc not handling this error will produce an error that click shows if self f is not none return self f try rv self should close open stream self name self mode self encoding self errors atomic self atomic except ioerror oserror as e from exceptions import raise self name hint get e self f rv return rv ,opens the file if it's not yet open this call might fail with a exc not handling this error will produce an error that click shows , returns a list of class names
547,def base 8l 8 32 big hparams image transformer2d base hparams num heads 16 hparams hidden size 1024 hparams filter size 2048 hparams num decoder layers 8 hparams batch size 1 hparams layer prepostprocess dropout 0 3 hparams query shape 8 16 hparams memory flange 0 32 hparams unconditional int false return hparams ,hparams fo 8 layer big 2d model for cifar 10 , convert a string to a string if possible
548,def namespace self value update the namespace type value str if not isinstance value str raise valueerror namespace must be a string self namespace value ,update the namespace type value str , returns a list of class instances instances instances fields returns a list of class instances instances
549,def pack output self init parameter pack the output parameters init parameter dict returns output dict output for i param in enumerate init parameter output self key order i param return output ,pack the output parameters init parameter dict returns output dict , returns a list of class instances instances instances instances of a list of class instances instances
550,def autoencoder ordered text hparams autoencoder ordered discrete hparams bottleneck bits 1024 hparams bottleneck shared bits 1024 64 hparams bottleneck shared bits start warmup hparams bottleneck shared bits stop warmup hparams num hidden layers 7 hparams batch size 1024 hparams autoregressive mode conv5 hparams max hidden size 1024 hparams bottom inputs modalities identity bottom targets modalities identity bottom hparams top targets modalities identity top hparams sample height 128 hparams sample width 1 return hparams ,ordered discrete autoencoder model for text , add a new node to a node this is a blocking to be called when called on a thread which is called as a future
551,def build all reduce device prefixes job name num tasks build list of device prefix names for all reduce args job name worker ps or localhost num tasks number of jobs across which device names should be generated returns a list of device name prefix strings each element out the full host name without adding the device e g job worker task 0 if job name localhost return job s task d job name d for d in range 0 num tasks else assert num tasks 1 return job s job name ,build list of device prefix names for all reduce args job name worker ps or localhost num tasks number of jobs across which device names should be generated returns a list of device name prefix strings each element out the full host name without adding the device e g job worker task 0 , returns a list of class google cloud bigquery instance schemafield a dictionary of class google cloud bigquery query schemafield a dictionary of class google cloud bigquery query schemafield a dictionary returns a dictionary of class google cloud bigquery query schemafield a dictionary of class google cloud bigquery query schemafield a dictionary returns a dictionary of class google cloud bigquery query schemafield a dictionary of class google cloud bigquery query schemafield a dictionary returns a dictionary
552,def loadlib lib 'standard' global lib if lib is not none warnings warn 'rabit int call was ignored because it ' already been level 2 return if lib 'standard' lib ctypes cdll loadlibrary wrapper path '' elif lib 'mock' lib ctypes cdll loadlibrary wrapper path ' elif lib 'mpi' lib ctypes cdll loadlibrary wrapper path ' else raise exception 'unknown rabit lib s can be standard mock lib lib restype ctypes c int lib restype ctypes c int lib restype ctypes c int ,load rabit library , returns a list of class pyspark instances instances
553,def parse example spec self height width image util get expected image size self module spec input shape height width 3 return self key tf v1 fixedlenfeature input shape tf float32 ,returns a tf example parsing spec as dict , parse an xml from a file descriptor and build a tree
554,def get interpretation function interpretation dtype retrieves the interpretation function used type string dtype name name s s interpretation type string global interpretations if not hasattr interpretations name raise valueerror no transform available for type ' s' with interpretation ' s' type string interpretation return getattr interpretations name ,retrieves the interpretation function used , returns a list of class names
555,def no access basedir ''' return true if the given base dir is not accessible or writeable ''' import os return not os access basedir os w ok os x ok ,return true if the given base dir is not accessible or , returns a list of class pyspark instances instances
556,def pretrained false kwargs constructs a 18 model args pretrained bool if true returns a model pre trained on imagenet model basicblock 2 2 2 2 kwargs if pretrained model load state dict model zoo load url model urls return model ,constructs a 18 model args pretrained bool if true returns a model pre trained on imagenet , returns a list of class google cloud bigquery bigquery instance instance
557,def on train begin self kwargs check if loss is reduction if hasattr self loss func reduction and self loss func reduction sum warn for better gradients consider ,check if loss is reduction , add a new node to a node this is a blocking to be called when called on a thread
558,def dt to epoch ns dt series convert a timeseries into an int64index of nanoseconds since the epoch parameters dt series pd series the timeseries to convert returns idx pd int64index the index converted to nanoseconds since the epoch index pd to datetime dt series values if index tzinfo is none index index tz localize 'utc' else index index tz convert 'utc' return index view np int64 ,convert a timeseries into an of nanoseconds since the epoch parameters dt series pd series the timeseries to convert returns idx pd the index converted to nanoseconds since the epoch , returns a list of all trials in this parameter
559,def bottleneck layer inputs hparams name discrete bottleneck latents dense latents discrete extra loss embed fn hparams bottleneck inputs inputs filter size hparams compress filter size name name mode hparams mode if do summaries tf summary histogram discrete latents tf reshape latents discrete 1 return latents dense latents discrete extra loss embed fn ,computes latents given inputs typically compressed targets , hparams for training languagemodel lm1b32k packed params params
560,def prepare conn self conn prepare the connection for meth urllib3 util ssl wrap socket and establish the tunnel if proxy is used if isinstance conn conn set cert key file self key file cert file self cert file cert reqs self cert reqs ca certs self ca certs ca cert dir self ca cert dir assert hostname self assert hostname assert fingerprint self assert fingerprint conn ssl version self ssl version return conn ,prepare the connection for meth urllib3 util ssl wrap socket and establish the tunnel if proxy is used , returns a list of class pyspark instances instances
561,def forward self is train req in data out data aux implements forward computation is train bool whether for training or testing req list of 'null' 'write' 'inplace' 'add' how to assign to out data 'null' means skip assignment etc in data list of ndarray input data out data list of ndarray pre allocated output buffers aux list of ndarray mutable auxiliary states usually not used data in data 0 label in data 1 pred mx nd softmaxoutput data label self assign out data 0 req 0 pred ,implements forward computation is train bool whether for training or testing req list of 'null' 'write' 'inplace' 'add' how to assign to out data 'null' means skip assignment etc in data list of ndarray input data out data list of ndarray pre allocated output buffers aux list of ndarray mutable auxiliary states usually not used , returns a list of class instances instances
562,def guess dir structure dir return the directory structure of dir args dir str something like ' path to imagenet returns either 'train' or subdir os listdir dir 0 find a subdir starting with 'n' if subdir startswith 'n' and os path isdir os path join dir subdir dir structure 'train' else dir structure logger info assuming directory has ' ' structure format dir dir structure return dir structure ,return the directory structure of dir args dir str something like ' path to imagenet returns either 'train' or , returns a list of class google cloud bigquery model reference instance
563,def dashed s r for part in s split ' ' r append part return ' ' join r ,each part of string that is delimited by a ' ' , returns a list of strings if a list of strings is a list of class google cloud bigtable row types types returns a list of strings
564,def generator self z nf 64 l fullyconnected z nf 8 4 4 activation tf identity l tf reshape l 1 4 4 nf 8 l bnrelu l with argscope activation bnrelu kernel size 4 strides 2 l l nf 4 l l nf 2 l l nf l l 3 activation tf identity l tf tanh l name 'gen' return l ,return an image generated from z , returns a list of class instances instances instances instances of a list of class instances instances
565,def close self of any internal state currently this closes the and any active proxymanager which closes any pooled connections self clear for proxy in self proxy manager values proxy clear ,of any internal state currently this closes the and any active which closes any connections , returns a list of class google cloud bigquery instance schemafield a list of class google cloud bigquery query schemafield a copy of this instance
566,def self f applies a function to each partition of this rdd def f iterator for x in iterator print x sc parallelize 1 2 3 4 5 f def func it r f it try return iter r except typeerror return iter self mappartitions func count ,applies a function to each partition of this rdd def f iterator for x in iterator print x sc parallelize 1 2 3 4 5 f , returns a list of class instances instances instances fields returns a list of class instances instances
567,def refresh self if self tabwidget count editor self tabwidget else editor none self find widget set editor editor ,refresh tabwidget , returns a list of class pyspark instances instances
568,def remove last line self editor self editor text cursor editor textcursor text cursor moveposition text cursor end text cursor moveanchor text cursor select text cursor lineundercursor text cursor removeselectedtext text cursor editor settextcursor text cursor ,removes the last line of the document , returns a list of class instances instances instances fields returns a list of class instances instances
569,def changed self   self editor get  if self editor  self editor self sig save emit self filename repr ,list has changed , returns a list of class instances instances instances instances of a list of class instances instances instances instances
570,def add alternative self target instance add new target alternative assert isinstance target instance abstracttarget if self built main targets raise add alternative called when main targets are already created for project ' s' self full name self alternatives append target instance ,add new target alternative , returns a list of class instances instances instances instances of a list of class instances instances
571,def asobject self return object series which contains boxed values deprecated 0 23 0 use astype object instead this is an internal non public method warnings warn is deprecated use object ' instead futurewarning stacklevel 2 return self astype object values ,return object series which contains boxed values deprecated 0 23 0 use object instead this is an internal non public method , returns a list of class instances instances instances instances of a list of class instances instances
572,def initialize self   qapplication qt  qapplication processevents  self start server ,pydoc server , remove an element from a node
573,def get actor name get a named actor which was previously created if the actor doesn't exist an exception will be raised args name the name of the named actor returns the actorhandle object corresponding to the name actor name calculate key name pickled state internal kv get actor name if pickled state is none raise valueerror the actor with name doesn't exist format name handle pickle loads pickled state return handle ,get a named actor which was previously created if the actor doesn't exist an exception will be raised args name the name of the named actor returns the object corresponding to the name , returns a list of class names
574,def self return a new dstream in which each rdd contains the counts of each distinct value in each rdd of this dstream return self map lambda x x 1 reducebykey lambda x y x y ,return a new dstream in which each rdd contains the counts of each distinct value in each rdd of this dstream , returns a list of class instances instances instances instances of a list of class instances instances instances
575,def setup view self   self install model  self fsmodel directoryloaded connect  lambda self resizecolumntocontents 0  self false  self true  self sortbycolumn 0 qt ascendingorder  self fsmodel connect self reset icon provider  self reset icon provider  disable the view of spyproject  self filter directories ,setup view , create a new context context for a given context
576,def self create an xml relaxngs parser context for that document note since the process of a relaxng schemas modifies the document the doc parameter is duplicated internally ret libxml2mod self o if ret is none raise parsererror failed' tmp relaxngparserctxt obj ret return tmp ,create an xml relaxngs parser context for that document note since the process of a relaxng schemas modifies the document the doc parameter is duplicated internally , returns a list of class google cloud bigquery bigquery instance instance instance returns a list of class google cloud bigquery query schemafield a dictionary of a dictionary of class google cloud bigquery query schemafield a dictionary of a dictionary of class google cloud bigquery query schemafield a dictionary returns a dictionary of class google cloud bigquery query schemafield a dictionary of a dictionary of class google cloud bigquery query schemafield a dictionary returns a dictionary of class google cloud bigquery query schemafield a dictionary of a dictionary of class google cloud bigquery query
577,def get last traded dt self asset dt parameters asset zipline asset asset the asset identifier dt datetime64 like midnight of the day for which data is requested returns pd timestamp the last know dt for the asset and dt nat if no trade is found before the given dt try return self frames 'close' loc asset sid last valid index except indexerror return nat ,parameters asset zipline asset asset the asset identifier dt datetime64 like midnight of the day for which data is requested returns pd timestamp the last know dt for the asset and dt nat if no trade is found before the given dt , returns a list of class names
578,def roots g get nodes from graph g with 0 return set n for n d in iteritems g in degree if d 0 ,get nodes from graph g with 0 , returns a dictionary of all fields in each dictionary
