,Function,Original Comment,Predicted comment
1091,public byte return ,get the numeric value of the command return numeric value of the command , returns the maximum number of characters in the current position return the current position of the current position
1092,public string return prompt ,gets the prompt value return , gets the value of the property return possible object is link string
1093,public boolean return isdeadlock isnotdeadlock ,returns whether this board position has been classified deadlock or no deadlock p this method returns the same value as code isbeeinganalyzed code return code true code this board position has been classified code false code this board position has not been classified yet , returns whether there is a corral deadlock this board position return true if the box is a corral deadlock false otherwise
1094,private int getcurrentweeknumber htcalendar ht getcurrenthtweek return ht gethtweek ht gethtseason 16 ,todo missing method documentation return todo missing return method documentation , get the number of available in the table return the number of players
1095,protected string changeevent evt string eventtype string evt getvalue key object type string result null if value item eventtype result type item else if value catalog eventtype result type catalog return result ,gets the type of search object that the event deals with see gettype see key object type , creates a new code string code with the specified name and the specified name and the specified code value code param name the name of the attribute to be added param value the code string code value for the specified attribute or code null code
1096,public void setname string name this attributes put name name todo change 10 8 04 task setname name ,set name for this command , sets the name of the content in the given name param name the name of the element to add
1097,public void string hand m hand hand ,set the hand for example or ac ad there is no restriction on how the hand is represented here param hand the hand for example or , sets the offset of the flag to the given position param c the new position number
1098,public string simpledateformat sdf new simpledateformat format 0 locale english return sdf format email date ,getter for e mail creation time in string form return e mail creation time , get the locale for the full locale return
1099,public string tostring return getname ,generate a textual representattion of this document type return a string representation of this document type , returns the string representation of the current object return the string representation of the current value
1100,public document setcontent content child content clear content add child return this ,set this document's content to be the supplied child p if the supplied child is legal content for a document and before it is added all content in the current content list will be cleared and all current children will have their parentage set to null p this has the effect that any active list previously obtained with a call to one of the link getcontent methods will also change to reflect the new content in addition all content in the supplied collection will have their parentage set to this document if the user wants to continue working with a b live b list of this document's child then a call to setcontent should be followed by a call to one of the link getcontent methods to obtain a b live b version of the children p passing a null child clears the existing content p in event of an exception the original content will be unchanged and the supplied child will be unaltered param child new content to replace existing content return the parent on which the method was called throws illegaladdexception if the supplied child is already attached or not legal content for this parent , this will set the content of code code element code param content code element code to content in return code document code throws illegaladdexception if the supplied element is illegal
1101,public int getprice return price ,missing method documentation return missing return method documentation , returns the number of dimensions in the list return the number of dimensions in the history
1102,public int getminorversion return minorversion ,returns the minor version number of this classfile , returns the maximum number of characters in the current version of this board return the maximum number of characters in this format
1103,public void tridaslastringunderbark value this lastringunderbark value ,sets the value of the lastringunderbark property param value allowed object is link tridaslastringunderbark , sets the value of the value property param value allowed object is link string
1104,public boolean showwarning string string return showwarning getowner ,display a warning message with given title and text param title of warning dialog param message of warning dialog return false so these can be a single return line in dialog getparams , checks if the given property is valid or not param s the name of the target return true if the property is valid false otherwise
1105,public void int titleposition switch titleposition case above top case top case below top case above bottom case bottom case below bottom case default position this titleposition titleposition break default throw new illegalargumentexception titleposition is not a valid title position ,sets the title position of the titled border param the position for the border , sets the current image to be displayed param status the image to set
1106,public string convertvaluetostring object value cellview view value instanceof cellview cellview value getgraphlayoutcache getmapping value false if view null object newvalue graphconstants getvalue view getallattributes if newvalue null value newvalue else value view getcell if value instanceof defaultmutabletreenode defaultmutabletreenode value getuserobject null return defaultmutabletreenode value getuserobject tostring else if value null return value tostring return null ,converts the specified value to string if the value is an instance of cellview or the current graphlayoutcache returns a mapping for value then then value attribute of that cellview is used the value is retrieved using if the value is an instance of e g then the userobject is returned as a string , returns the value of the code attribute code param value the value of the attribute property return code string code value for the attribute
1107,public boolean store website website return website storetoxml this website ,saves the current configuration to file , checks if the user is not valid
1108,public int findexperimentqueueobject string id for int i 0 i this experimentstatusqueue size i if experimentqueueobject this experimentstatusqueue get i getid equals id return i return 1 ,returns the index in the experiment with the given id in the queue param id the experiment id of the experiment return the index of where the queue object with the given id is located in the queue returns 1 if not there , get the value of the attribute property param value allowed object is link string
1109,protected void object object itempropertydescriptors add createitempropertydescriptor composeableadapterfactory adapterfactory getrootadapterfactory getresourcelocator getstring ui operation feature non nls 1 getstring ui propertydescriptor description ui operation feature ui operation type non nls 1 non nls 2 non nls 3 umlpackage literals operation redefined operation true null null null ,this adds a property descriptor for the redefined operation feature begin user doc user doc generated , this adds a property descriptor for the is feature begin user doc
1110,public void rangeset a rangeset b generalunion a b false false this ,after this operation the rangeset contains the union of rangesets a and b , add a new data to the list param b
1111,private saveagentinputshelper agentinputs i builder newbuilder for string s i getsensoryitemnames featuregrouptable builder featuregrouptable newbuilder setfeature s for sensoryitem si i s additem savesensoryitemhelper si build return build ,this will save a agentinputs object in the protocol buffer format param s a agentinputs object to be saved return sensoryitemprotocol returns the object that incases the agentinputs object for saving author caleb chan since 0 5 , get the xml format for the given path
1112,public void accept visitor v v this ,called by objects that are traversing the nodes of the tree implicitely defined by the contents of a java class i e the hierarchy of methods fields attributes etc spawns a tree of objects param v visitor object , call corresponding visitor method s the order is call visitor methods of implemented interfaces first then call methods according to the class hierarchy in descending order i e the most specific visitxxx call comes last param v visitor object
1113,public if this null new getresponse return ,returns the header response return header response , create an instance of link org link util create an link instance
1114,public range union range r return new range year min start r start year max end r end ,the union of this range with r since there is no of range with a gap in corina it assumes they overlap see intersection param r the range to union with this range return the union of this and r , returns the number of characters in the range of this range this is not checked for the range of this range return the number of characters contained in this range
1115,public stringwriter getstringwriter return stringwriter ,get the code stringwriter code return , creates a new code dialog code with the specified code dialog code and the default is code null code the default is code dialog code and the owner is code without a code null code the default is to be displayed with the specified code dialog code
1116,public void generatenull methodbuilder mb typecompiler tc pushdatavaluefactory mb mb pushnull tc interfacename tc generatenull mb ,generate a null data value nothing is required on the stack a sql null data value is pushed , sets the current data in the database
1117,private void if this isorthogonal todo generate an error this should be done in rotationmatrix system out println warning orientation not orthogonal after consider the see tests in java if this 0 ,counts the number of since last if the is above is applied to the orientation , this method initializes group
1118,public boolean supportsgroupbyunrelated throws java sql sqlexception return false ,can a group by clause use columns not in the select return true if so throws java sql sqlexception document me , can a catalog name be used in a procedure call statement return true if so throws java sql sqlexception document me
1119,public int return ,todo missing method documentation return todo missing return method documentation , returns the maximum number of the last column
1120,public void double value this settext this generatetext value this value ,todo missing method documentation param value todo missing method parameter documentation , sets the value of the todo param value the value of the value
1121,public string tostring return embedded ,returns the name of this algorithm , returns the string representation of the current object return the string representation of the current value
1122,public void popheader appendtobuffer headers pop ,removes a header from the stack , adds a listener to the list param listener the listener to add
1123,public int gettypeformatid return storedformatids logop update field ,return my format identifier , return my format identifier see org apache derby iapi services io typedformat gettypeformatid
1124,public void charcolor setcolors theme color widget shortcut ,sets button's shortcut colors if the button has a shortcut char and this char is contained by the label than the char within the label will be painted in different colors set by this method param button's shortcut colors , sets the current handle of the wizard to the current user param p the new ui
1125,public void visitd2l d2l o if stack peek type double constraintviolated o the value at the stack top is not of type 'double' but of type ' stack peek ' ,ensures the specific preconditions of the said instruction , ensures the specific preconditions of the said instruction
1126,public player if numplayers 0 return null if numplayers passed numplayers 2 passed or turned in twice around null someone went out return null if turn numplayers turn 0 return player player get turn ,must call this before first play and before all plays returns null when no one else should play , returns the current location of the current location in the current thread
1127,public map getproperties map map new linkedhashmap map put object objecttypename map put x location new java lang double getx map put y location new java lang double gety map put layer new java lang integer getmaplayer return map ,returns a map of the properties of this furniture this is for all intents and purposes a very fancy way of getting the information otherwise cryptically encoded into tostring p warning use of getproperties is at the user's risk the properties returned may change from version to version of any software implementing the mapfigure interface no guarantees are made as to what properties may exist this method is designed and tested only as a debugging tool it is not designed for use in a production environment p the ownership of the returned map and all of the objects contained within the map is transferred to the class calling this method see rpgmapgen map figurebase mapfigure getproperties , get the properties of the properties return
1128,public void dosearch recordselector dosearch ,this is actual call to the record selector , adds a new code document code to the
1129,public list getpropertydescriptors object object if itempropertydescriptors null super getpropertydescriptors object addownedstereotypepropertydescriptor object object addmetamodelreferencepropertydescriptor object return itempropertydescriptors ,this returns the property descriptors for the adapted class begin user doc user doc generated , this returns the property descriptors for the adapted class begin user doc
1130,public boolean iscomment return id 8 ,checks this token to see if it is a comment return true if this token is a comment false otherwise , checks if this user is an error return true if this token has a valid false otherwise
1131,public void handleresponse playermsghdr header switch header getsubtype case player bumper req get geom readgeom break default if isdebugging logger log level finest bumper debug unexpected response header getsubtype of size header getsize break ,handle acknowledgement response messages param header player header , handle acknowledgement response messages param header player header
1132,public boolean retainall collection c return al retainall c ,retains only the elements in this set that are contained in the specified collection in other words removes from this set all of its elements that are not contained in the specified collection if the specified collection is also a set this operation effectively modifies this set so that its value is the i intersection i of the two sets param c collection containing elements to be retained in this set return tt true tt if this set changed as a result of the call throws classcastexception if the class of an element of this set is incompatible with the specified collection optional throws nullpointerexception if this set contains a null element and the specified collection does not permit null elements optional or if the specified collection is null see remove object , removes all of the elements from this set the values are not checked against the specified collection param c collection containing elements to be removed from this collection return code true code if this collection contains the specified collection
1133,protected void addtemplateparameterpropertydescriptor object object itempropertydescriptors add createitempropertydescriptor composeableadapterfactory adapterfactory getrootadapterfactory getresourcelocator getstring ui parameterableelement templateparameter feature non nls 1 getstring ui propertydescriptor description ui parameterableelement templateparameter feature ui parameterableelement type non nls 1 non nls 2 non nls 3 umlpackage literals parameterable element template parameter true null null null ,this adds a property descriptor for the template parameter feature begin user doc user doc generated , this adds a property descriptor for the is at the first feature begin user doc
1134,public int string newextension throws ioexception string msg set extension newextension send msg return getintresult ,changes the extension for continuation upon exiting the application param newextension the extension at which to continue when the socket closes return throws ioexception , read the socket and only if the socket has been closed or not param socket the socket is defined on the socket param channel the socket text for the socket return throws ioexception
1135,protected void vector levels system out println frozen for int i 0 i levels size 1 i get the current level vector currentlevel vector levels get i system out print level i frozen for int j 0 j currentlevel size j cellwrapper sourcewrapper cellwrapper currentlevel get j system out print numberformat getnumberinstance format sourcewrapper frozen system out println ,debugdisplay for the grid positions on the system out , handle the current handle of the current path and the current handle
1136,public void setmodified modified true ,set the modified flag , sets the current handle of the flag
1137,public float getverticalalignment string align string this felement getattributes getattribute html attribute align if align null align align tolowercase if align equals top align equals return 0 0f else if align equals center align equals middle align equals return 0 5f return 1 0f default alignment is bottom ,returns the image's vertical alignment return vertical alignment of the image , get the value of a field with a given name param name the name of the field return the value of the item
1138,public void actionperformed java awt event actionevent e try toppanel addmodule modelname catch exception exc exc printstacktrace ,the method which is being called param e the event , the method which is being called when the value is being called
1139,public int getpeak int if null peak setpeaks return peak ,gets a single peak the peaks correspond to called bases so the parameter passed should correspond to a particular called base param into an array of peaks return the magnitude of the trace at the given peak , returns the number of rows in the group return number of rows
1140,public void edgecomponent edge add 0 edge ,adds an edge prototype to this canvas param edge , removes all of the edge and the last node in the list
1141,public long getexpirationtime return ,the time in unix notation that the store should expire at if it is negative then the store does not expire return the expiration time , returns the current count of the current pool
1142,public void int length data offset offset total length byte length 8 0xff data offset offset total length 1 byte length 0xff ,sets the udp total length header field param length the length of the udp packet in bytes , indirect the c pointer to code malloc code space a la code cptr copyin code but this method performs a bounds checks to ensure that the indirection does not cause memory outside the code malloc code ed space to be accessed see cptr copyin int
1143,public void setrect string key rectangle r string val r getx r gety r getwidth r getheight this setproperty key val ,sets the 3 attribute of the userproperties object param key the new 3 value param buttonrectangle the new 3 value , add a property to the given value
1144,protected int findcolumn string label throws executeexception if null get label null return integer get label intvalue else if rs null not sure this can ever happen throw new executeexception no sql results try return rs findcolumn label catch sqlexception exc throw new executeexception column label does not exist in results ,needed by tableresult setprimarykeys , gets the maximum number of characters that are within the range of this range return the code double code that this method is to be used to start the current value of the code document code
1145,public void viewstart add new canvas and re start view view addcanvas3d canvas view startview view gettransform lookat new vector3f 0 120 0f 1 0f loc camera new vector3f 0 0 0 cov new vector3f 0 1 0 up vector view setpickable true ,starts the view , starts the
1146,private void applyroughsetfeatureselection casebase cb stringbuilder filenameroot system out println gettime applying roughsetfeatureselection weights weightadjuster featureselect weightadjuster set feature selection cb filenameroot append rsfs if saveartifacts save generated weights object system out println gettime saving generated weights object to filenameroot tostring weights try weightsio saveweights weights filenameroot tostring weights catch illegalargumentexception iae system err println gettime saving generated weights failed ,uses a rough set theory to determine weights for features param cb the casebase to apply preprocessing to author mark kelly since 0 5 , called when a casebase has been apply the same as the same as appropriate param cb the casebase to apply author michael w floyd since 0 5
1147,public vector connection con null vector new vector try dbconnection dbconnection new dbconnection con dbconnection getconnection statement st con createstatement resultset rs st executequery select from sky while rs next new rs getstring patient id addelement catch exception e system out println e finally try con close catch exception e1 return ,to fetch , get the list of a vector of a vector this is a vector because this is not found in the list of the next vector p this method is only used for all of objects in the returned list of code visualobject code and the element of this class is not transferred to the class of the class of the list of the list of the root class of this class in order of the first vector this method is only used to the list of objects in the list of objects return the list of elements in this vector
1148,public void doexecute operationcell cell htweek week this week week dialog reload week dialog setvisible true ,missing method documentation param cell missing method parameter documentation param week missing constructuor parameter documentation , missing method documentation param cell missing method parameter documentation param week missing constructuor parameter documentation
1149,public connection borrow throws dbexception synchronized this if connections size 0 key key key connections get connections size 1 connections remove key busy add key connection return key connection else connection con busy add con return con ,returns a connection from the pool if there are none left it creates and returns a new connection a connection should be returned as quickly as possible in the same state it was in ie don't close the connection it's a good idea to use finally to make sure that a connection is put back even if exceptions occur additionally objects that make use of a connection should never reference the connection and use it again after putting it back in to the pool return a connection from the pool of connections , returns the current path of the current path in the current path throws accessexception return the list of the current path throws accessexception
1150,public insets getborderinsets component c insets insets insets left leftinset insets top topinset insets right rightinset insets bottom bottominset return insets ,overloads method from superclass the code insets code with this border's current insets param c ignored can be code null code param insets parameter to be reinitialized with border insets return the insets parameter after it was reinitialized , sets the c c c c c value param c the component for the insets param c the code c code value for the
1151,public void setselectedcolumns throws indexoutofboundsexception int maxcolumns worksheet getcolumns this selectedcolumns new int maxcolumns this columnnames new string selectedcolumns length for int i 0 i selectedcolumns length i selectedcolumns i i columnnames i worksheet getcell i 0 getcontents ,selects all the columns on sheet and get column names as headers throws indexoutofboundsexception if column index is not within sheet column range , sets the database mode param columnnames the new index of the new data value throws exception
1152,public string return codespace ,gets the value of the codespace property return possible object is link string , gets the value of the property return possible object is link string
1153,public void int pagenumber throws ioexception pagenumber don't write the whole page just out the header which should be enough to let us know if we try to use an invalid page rewind channel write getpageoffset pagenumber pagenumber force is done here ,a previously used page in the database , delete the current row in the current table
1154,public void int column int status directive directive getdirective column if directive empty directive sortingcolumns remove directive if status not sorted sortingcolumns add new directive column status sortingstatuschanged ,todo missing method documentation param column todo missing method parameter documentation param status todo missing method parameter documentation , sets the column number of the underlying column param col the column to the column
1155,synchronized public boolean contains final point2d point point2d point2d point clone try gettransformrelativeto null transform catch e return false return getshape contains ,returns whether or not this object's code shape code contains the provided absolute vector world point this does i not i consider the bounds of any embedded or attached objects param point the code point2d code to check for containment in this object's code shape code return true if the point is contained false otherwise , returns true if this gridwideline is a simple simple return true if this is a simple false false otherwise
1156,private void updatevisibility int arg int n allterms size boolean true for int i 0 i n i et allterms get i boolean et isvisible et setvisible i arg et isvisible if if if equationpanelparent null equationpanelparent revalidate else revalidate ,manages visibility of components param arg to updated only index from code arg code , sets the current selection in the given index param index the new index of the new position see javax jdo
1157,public void try getelement catch xmlexception e don't care ,reloads the current xml from the root xmlpanel that this object is holding , allows an instance of link org an object to a link org eclipse emf edit methods for the viewer to be converted to a tree node p this method is equivalent to link org eclipse emf edit command movecommand in the tree
1158,public void setlastname string value this lastname value ,sets the value of the lastname property param value allowed object is link string , sets the value of the shape property param value allowed object is link string
1159,public void moverotated vector3d movement lastvector set movement modeltransform transform lastvector modelorigin add lastvector ,moves the model along the rotated axes param movement the vector containing the movements , draw the axis param g the graphics to draw
1160,public void repaint int tm if axispanel null axispanel repaint tm if plotpanel null plotpanel repaint tm if null repaint tm if southpanel null southpanel repaint tm if null repaint tm if null repaint tm ,repaint all windows in the frame plot with delay tm param tm time delay in millis , set the current image of the current position in the specified position param position the new image to be set
1161,protected void graphics2d graphics2d iplot plot paintaxises graphics2d plot ,initialize graph area and draw axes and grids param graphics2d en graphics which are drawn ja 描画されるgraphics param plot en drawing operation object ja 描画処理オブジェクト , paints the image on the graphics graphics param g graphics graphics param graphics graphics to draw
1162,public charcolor getbordercolors return colors ,gets the bordercolors attribute of the borderpanel object return the bordercolors value , gets the type of the data to be used for each call return the code visualobject code that is used to the class
1163,private void rectangle boundingbox getboundingbox if boundingbox null for int i 0 i celllist size i cellview view cellview celllist get i point2d double pos getposition view point2d double newpos new point2d double pos x boundingbox getx pos y boundingbox gety view getattributes put key position newpos ,moves the graph to the upper left corner of the drawing space this is done after a successfull run of the algorithm to correct it's output , missing method documentation param e missing method parameter documentation
1164,public void setdatabasepath string databasepath this databasepath databasepath ,sets the databasepath param databasepath the databasepath to set , sets the default format param c the new map
1165,public color getcolor return col ,returns the color of this edge as color , gets the color of the decoration day names return color
1166,private void linktoviewdublincore throws saxexception ioexception webtable response gettablestartingwith title tablecell tc gettablecell 1 0 l tc label response l click ,clicks on the link to the collection item label throws saxexception throws ioexception , flushes the given tag throws saxexception see org xml sax ext file
1167,public string getinputencoding int enctype if enctype html return m props getproperty html in utf 8 else if enctype css return m props getproperty css in utf 8 else if enctype return m props getproperty in utf 8 else if enctype js return m props getproperty js in utf 8 else if enctype return m props getproperty in utf 8 m logger warn attempted to get input encoding for encoding type return utf 8 ,get the input encoding type param enctype the type of encoding return the encoding to use , get the current message of the current path
1168,public void setdocument document source super setinputsource new jdominputsource source ,sets the source document used by this trax source param source the jdom document to use as source for the transformations throws illegalargumentexception if code source code is code null code see getdocument , sets the document param document the document to set
1169,private void setvisited int boardpositionindex int byteposition boardpositionindex 3 bitposition boardpositionindex 7 byteposition 1 bitposition ,marks the passed board position as visited param boardpositionindex index of the board position in the array , sets the maximum number of board param z the board number param board the new value
1170,public int compare object o1 object o2 return classname o1 compareto o2 ,compares its two arguments for order returns a negative integer zero or a positive integer as the first argument is less than equal to or greater than the second p param o1 the first object to be compared param o2 the second object to be compared return a negative integer zero or a positive integer as the first argument is less than equal to or greater than the second throws classcastexception if the types prevent them from being compared by this comparator , compare two with two objects param o1 param o2 return
1171,public rejectedexecutionhandler return handler ,returns the current handler for unexecutable tasks return the current handler see , gets the status of the project property return possible object is link status
1172,private object nextnode object x nextitem node p nextnode null first nextnode getnext for if p null nextnode null nextitem null return x object item p getitem if item null nextnode p nextitem item return x else skip over nulls p p getnext ,moves to next valid node and returns item to return for next or null if no such , this method returns the handle of the queue as this method returns the string that this method returns the new thread as the lock as this method returns the new thread as the lock as this method as the lock as its lock as its lock returns the new thread as the lock as this method as the lock as its lock as a new thread as a string or the specified element as its lock returns the new thread as its lock returns the new thread as its lock returns the first element as the lock returns the new thread as its lock returns the first element as a string returns the new thread as a string returns the new thread as a string or a thread or a thread or a new thread or not
1173,public throwable getcause return cause ,returns the original cause of the exception or error return the exception or error as it has been raised by the code java lang runnable code , returns the current connection for the current position the current position is a valid length or code null code if the current character is not found the current position is returned return the current position of the current position
1174,public void stoprunning running false ,stop the thread from running , this method is called when the activation is closed
1175,public int return score 2 5 ,calculate the ability modifier based on the value of score , returns the number of pushes in the list return number of pushes
1176,public void managereventlistener mel log fine removing event listener mel synchronized eventlisteners eventlisteners remove mel ,call this method to remove event listeners param mel the event listener to remove , removes the listener for the specified listener to the list of listeners who will be notified of code events code param l the listener to be removed from
1177,public vector return oldtablemodel gettrainingsdata ,returns the list of past trainings return past trainings list , get the current type of the satellite return the current value
1178,public boolean isdownloadallselected return getdownloadallcheckbox isselected ,is the checkbox download all selected return checkbox state , returns true if the decoration background is selected return true if the background is visible
1179,public string getdatabaseproductname throws sqlexception return mysql ,what's the name of this database product return database product name throws sqlexception document me , what's the database vendor's preferred term for catalog return the vendor term throws sqlexception document me
1180,public void string ss src test resources org simbio sim dm xml try resultgenerator main ss fail should raise an runtimeexception catch runtimeexception success ,test method for 'org simbio resultgenerator main string ' malformed xpath for tag write writer , test method for 'org simbio resultgenerator main string ' malformed insert for tag insert
1181,private object extract object x item item null return x ,takes item and nulls out field for of gc pre lock owned , returns the list of elements in the list of this list return list of elements
1182,public bigdecimal return significancelevel ,gets the value of the significancelevel property return possible object is link bigdecimal , gets the value of the depth property return possible object is link bigdecimal
1183,public date getdate int location string pattern date d null string v getstring location trim try df applypattern pattern d df parse v catch parseexception e do nothing and return null d null return d ,retrieves the date using the specified pattern to parse the date see code java text simpledateformat code documentation valid date format patterns param location of the item param pattern date format pattern i e yyyy mm dd for 2002 10 20 return date contained in specified location if parsing fails using the specified pattern returns null , returns the date of the range with the given date
1184,protected void addgeneralorderingpropertydescriptor object object itempropertydescriptors add createitempropertydescriptor composeableadapterfactory adapterfactory getrootadapterfactory getresourcelocator getstring ui interactionfragment generalordering feature non nls 1 getstring ui propertydescriptor description ui interactionfragment generalordering feature ui interactionfragment type non nls 1 non nls 2 non nls 3 umlpackage literals interaction fragment general ordering true null null new string org eclipse ui views properties expert non nls 1 ,this adds a property descriptor for the general ordering feature begin user doc user doc generated , this adds a property descriptor for the is remove feature begin user doc
1185,private dbquerybuilder string language string country string dbquerybuilder builder getobjectserver createquerybuilder dbquerybuilder insert dbnlsstring builder settablelist dbnlsstring class builder append attribute id getid builder append attribute language language if ch softenvironment util stringutils isnullorempty country builder append attribute country country builder append attribute nls text builder string null return builder ,create a query to insert a t translation record param language for e g de param country for e g ch param return , get the name of the experiment experiment in the list param experiment name of the parameter return the full value of the class
1186,private void updatepositiondetails playerperformance pp positionreport report positionreport positionreports get pp getpositioncode if report null report new positionreport pp positionreports put pp getpositioncode report report addperformance pp ,update based on the new player performance param pp , sets the name of the edge in the list of the queue this is used for the specified name of the queue param line the new position of the line author michael w floyd since 0 2
1187,public long return model ,gets the current random seed for the current model , returns the current value of the code visualobject code return the current value of the code visualobject code of this node
1188,protected void setappearance float val system out println selected val val canvas settransparency val canvas ,sets the appearance param val the new appearance , todo missing method documentation param i todo missing method parameter documentation
1189,public void edge e throws restoreexception if edges contains e if hidden nodes contains e source hidden nodes contains e target hidden edges contains e throw new restoreexception else e restore hidden edges remove e ,restore the hidden edge return , removes all of the edge from this edge
1190,public void setcontentat int col int row object value dosetcontentat col row value for int i 0 i size i listener get i listener modelchanged col row value ,calls the method code dosetcontentat int int object code to actually set the content of a table cell to the model see de kupzog ktable ktablemodel setcontentat int int java lang object , missing method documentation param row missing method parameter documentation param model missing method parameter documentation
1191,public void handleerror string msg super handleerror msg nthe previous value currentnumber is restored setnumber currentnumber ,error handling routine if validation failed displays error message and sets back number value to the last valid one param msg an error message , sets the error param l the new map
1192,public void updatedublincore string itempid dublincore dc throws securityexception internalexception logger debug entering updatedublincore string itempid itempid dublincore updateclearance itempid if clearance canedit logger info insufficient privilages to edit item throw new securityexception insufficient privilages try fedi updatedublincore itempid dc searchmgr itempid logger debug exiting string dublincore catch throwable th logger error error updating dublincore th throw new internalexception th logger debug exiting string dublincore ,updates the dublin core data param itempid the items pid param map a map with values as string s representing the dc data throws internalexception throws exception throws accessexception , removes the specified item from the specified item in the specified item param itempid throws accessexception
1193,protected string return datatransfermessages fileexport ,answer the string to display in self as the destination type return java lang string , gets the default format for the module return the message
1194,protected void addsourcepropertydescriptor object object itempropertydescriptors add createitempropertydescriptor composeableadapterfactory adapterfactory getrootadapterfactory getresourcelocator getstring ui transition source feature non nls 1 getstring ui propertydescriptor description ui transition source feature ui transition type non nls 1 non nls 2 non nls 3 umlpackage literals transition source true null null null ,this adds a property descriptor for the source feature begin user doc user doc generated , this adds a property descriptor for the edge feature begin user doc
1195,public int line height return line height ,gets the height of a line return the height of a line of residues in pixels , gets the angle of the graphics property return possible object is link graphics
1196,private jtextfield getduration if duration null duration new jtextfield return duration ,the time duration return the jtextfield containing the information , gets the icon for the dive return the dive button
1197,public integer return ,gets the total number of satellites the gps receiver can see return number of satellites , returns the current value of the gps
1198,public int dostarttag throws jspexception runtimevalidator assertattributeexclusive injectto this injectto injecttoname this injecttoname runtimevalidator asserteitherspecified injectto this injectto injecttoname this injecttoname template tpl template forname template option transfer return all tpl map triggerid this injectto tpl map triggername this injecttoname optiontransfertag parent optiontransfertag findparent optiontransfertag class parent addchildjscode tpl evaltostring return skip body ,prints the necessary javascript code see javax servlet jsp tagext tag dostarttag return code skip body code throws jspexception to communicate error , prints this parent javascript code see javax servlet jsp tagext tag dostarttag return code skip body code throws jspexception to communicate error
1199,private string printdformat int x return printdformat integer tostring x ,format method for the d conversion character and int argument for d format the flag character ' ' means that the output should be left justified within the field the default is to pad with blanks on the left a ' ' character means that the conversion will always begin with a sign or the blank flag character means that a non negative input will be preceded with a blank if both a ' ' and a ' ' are specified the blank flag is ignored the '0' flag character implies that padding to the field width will be done with zeros instead of blanks the field width is treated as the minimum number of characters to be printed the default is to add no padding padding is with blanks by default the precision if set is the minimum number of digits to appear padding is with leading 0s param x the int to format return the formatted string , format method for the conversion conversion character with the specified format format param x the character to format return the formatted string
1200,public void accept visitor v v this ,called by objects that are traversing the nodes of the tree implicitely defined by the contents of a java class i e the hierarchy of methods fields attributes etc spawns a tree of objects param v visitor object , call corresponding visitor method s the order is call visitor methods of implemented interfaces first then call methods according to the class hierarchy in descending order i e the most specific visitxxx call comes last param v visitor object
1201,public boolean iswhitespace return id 8 ,checks this token to see if it is white space usually tabs line breaks form feed spaces etc return true if this token is white space false otherwise , gets whether the user is to be used for determine if this is a valid file this method is used for determine the value of the solution return true if this object is an false otherwise
1202,public boolean return this equals player view this equals print ,indicates whether selected or highlighted objects are painted differently in the given mode return true if selected or highlighted objects should be painted differently false otherwise , check if the table is a data return true if the table is a valid false otherwise
1203,public void setval int setint new integer ,sets the value of this to code code fires a code jscdataevent code of type ul li code jscdataeventtypes value changed code if the new value is not equal to the previous li code jscdataeventtypes empty state code if this was empty before ul param the new code int code , sets the size of the last application
