,Function,Original Comment,Predicted comment
1029,def some arr return functools reduce lambda x y x or y is not none arr false ,return true iff there is an element a of arr such that a is not none , return true if a y is a 1
1030,def validate self asset amount portfolio algo datetime algo current data fail if we've already placed self max count orders today algo date algo datetime date reset order count if it's a new day if self current date and self current date algo date self orders placed 0 self current date algo date if self orders placed self max count self handle asset amount algo datetime self orders placed 1 ,fail if we've already placed self max count orders today , 'type' 'list'
1031,def get oauth token key name self provider returns the token key name for the oauth provider if none is configured defaults to oauth token this is configured using oauth providers and token key key for provider in self oauth providers if provider name provider return provider get token key oauth token ,returns the token key name for the oauth provider if none is configured defaults to oauth token this is configured using oauth providers and token key key , returns a token key name for a given token name for this is configured using client list and token key
1032,def convert time stamp to date content '''convert time stamp to date time start time stamp content get 'starttime' end time stamp content get 'endtime' if start time stamp start time datetime datetime utcfromtimestamp start time stamp 1000 strftime y m d h m s content 'starttime' str start time if end time stamp end time datetime datetime utcfromtimestamp end time stamp 1000 strftime y m d h m s content 'endtime' str end time return content ,convert time stamp to date time format , convert time to date time
1033,def reduce mean attrs inputs proto obj new attrs translation utils fix attribute names attrs 'axes' 'axis' return 'mean' new attrs inputs ,reduce the array along a given axis by mean value , reduce a tensor of reduce along a given axis
1034,def transform array to list array ''' transforms a numpy array into a list of values args array np the numpy array series to transform returns list or dict ''' if array dtype kind in 'u' 'i' 'f' and np isfinite array any transformed array astype 'object' transformed np isnan array 'nan' transformed np array transformed np array ' return transformed tolist elif array dtype kind 'o' and pd and pd isnull array any transformed array astype 'object' transformed pd isnull array 'nan' return transformed tolist return array tolist ,transforms a numpy array into a list of values args array np the numpy array series to transform returns list or dict , transforms a numpy array into a list of values args array np array of numpy array series to transform returns list or dict
1035,def settreedoc self tree update all nodes under the tree to point to the right document if tree is none tree o none else tree o tree o libxml2mod xmlsettreedoc tree o self o ,update all nodes under the tree to point to the right document , update all nodes under a tree right if tree is none tree o none else tree
1036,def get prediction device self int this method checks the device of the model parameters to determine the cuda device this model should be run on for predictions if there are no parameters it returns 1 returns the cuda device this model should run on for predictions devices util get device of param for param in self parameters if len devices 1 devices string join str x for x in devices raise configurationerror f parameters have cuda devices devices string elif len devices 1 return devices pop else return 1 ,this method checks the device of the model parameters to determine the cuda device this model should be run on for predictions if there are no parameters it returns 1 returns the cuda device this model should run on for predictions , this method checks if this device of a valid from its device this model should be run on for prediction if there are no parameters it returns 1 returns a used device
1037,def additional options self is pylab false is sympy false   additional options for shell widgets that are not in config options  options dict  pylab self get option  autoload pylab self get option  sympy self get option 'symbolic  show banner self get option 'show banner'    if is pylab is true  options 'autoload true options false if is sympy is true  options 'autoload false options true  return options ,additional options for shell widgets that are not in config options , additional options for shell edit keyboard that are not in config options
1038,def handle tag schedule return self tag data ''' handle a schedule return event ''' reporting current connection with master if data 'schedule' startswith master event type 'alive' master '' if data 'return' log debug 'connected to master s' data 'schedule' split master event type 'alive' master '' 1 self return pub data ret cmd ' return' sync false ,handle a schedule return event , handle a schedule return event
1039,def self name unit none return the distance between and members of the name key the units must be one of the following m km ft by default are used pieces name if unit and unit not in 'm' raise dataerror invalid unit elif unit pieces append unit return self execute command pieces ,return the distance between and members of the name key the units must be one of the following m km ft by default are used , return a list of of name of a list of of name key this units must be one of this following m yields of
1040,def probe self params lazy true if lazy self queue add params else self space probe params self dispatch events optmization step ,probe target of x , perform an internal class for correct
1041,def ray init cls ray remote cyth simple class a1 cls remote a2 cls remote ray get a1 increment remote ray get a2 increment remote print ,cython simple class , returns a class class for remote class
1042,def load lib lib path libinfo find lib path lib ctypes cdll lib path 0 ctypes local dmatrix functions lib restype ctypes c char p return lib ,load library by searching possible path , load a model from a given file
1043,def media upload self filename args kwargs reference https developer twitter com en docs media upload media api reference post media upload allowed param f kwargs pop 'file' none headers post data api pack image filename form field f f kwargs update 'headers' headers 'post data' post data return bind api api self path ' media upload json' method 'post' payload type allowed param require auth true upload api true args kwargs ,reference https developer twitter com en docs media upload media api reference post media upload allowed param , reference https developer twitter com en docs media manage tries allowed allowed param f kwargs
1044,def strings filename minimum 4 ''' a strings generator similar to the unix strings utility filename the file to search for strings in minimum the minimum string length to search for printable ascii strings from filename ''' result with blockfile filename as f while true data dlen f read block if dlen 1 break for c in data if c in string printable result c continue elif len result minimum yield result result else result ,a strings generator similar to the unix strings utility filename the file to search for strings in minimum the minimum string length to search for printable ascii strings from filename , a strings generator similar to this unix strings we filename to this unix strings in minimum strings in minimum strings in minimum strings in minimum
1045,def find keyboard row words type words list str rtype list str keyboard set set set result for word in words for key in keyboard if set word lower issubset key result append word return result ,type words list str rtype list str , type input list str rtype list str
1046,def list tokens opts ''' list all tokens in the store param opts salt master config options returns list of dicts tokens ''' ret for dirpath dirnames filenames in salt utils path os walk opts 'token dir' for token in filenames ret append token return ret ,list all tokens in the store param opts salt master config options returns list of dicts tokens , list all tokens in a store param opts salt master config options returns list of dicts tokens
1047,def qa fetch strategy message db database get the account arguments query mes type description keyword arguments collection type description default database returns type description collection database strategy return res for res in collection find message id 0 ,get the account arguments query mes type description keyword arguments collection type description default database returns type description , get a account account for query query
1048,def bootstrap root path performs python side bootstrapping of boost build python this function for package names to work while also allowing to put python files corresponding jam modules m imp new module b2 note that 1 if path is not list of strings nothing will work 2 root path is already list of strings m path root path sys modules b2 m import b2 build system return b2 build system main ,performs python side bootstrapping of boost build python this function for package names to work while also allowing to put python files corresponding jam modules , performs python side but of a string build python this function for package names to work while also put while also modules to put python files corresponding to work 2 root path is already list of strings
1049,def register resources klass registry resource class meta model subscriber on resource registration findings filter for rtype resource manager in registry items if not resource manager has arn continue if 'post in resource manager action registry continue resource class filter registry register klass ,meta model subscriber on resource registration filter , meta model subscriber on resource registration and filter
1050,def self v x d prepends a struct onto the object at vtable slot o structs are stored inline so nothing additional is being added in generated code d is always 0 n enforce number d n uoffsettflags if x d self assertstructisinline x self slot v ,prepends a struct onto the object at vtable slot o structs are stored inline so nothing additional is being added in generated code d is always 0 , prepends a struct with my object at one slot o changing are stored inline so nothing additional is being added in generated code
1051,def start file filename   generalized os for all platforms supported by  this function is simply wrapping  returns true if successfull otherwise returns false   from qtpy qtcore import from qtpy qtgui import  we need to use instead of setpath because this is the cross platform way to open external files setpath fails completely on mac and doesn't open non ascii files on linux  fixes issue url qurl  url filename  return url ,generalized os for all platforms supported by this function is simply wrapping returns true if successfull otherwise returns false , defines os for all ms supported by  this function is simply against  returns true if there's otherwise returns false
1052,def write json file path values sort the keys to ensure ordering sort order 'name' 'switch' 'comment' 'value' 'flags' sorted values ordereddict sorted value items key lambda value sort order index value 0 for value in values with open path 'w' as f json dump sorted values f indent 2 separators ' ' ' ' ,writes a json file at the path with the values provided , reads a file path to ensure this ensure we e501 sort json value
1053,def list pools kwargs ''' list all storage pools param connection libvirt connection uri overriding defaults param username username to connect with overriding defaults param password password to connect with overriding defaults versionadded 2019 2 0 cli example code block bash salt ' ' virt list pools ''' conn get conn kwargs try return pool name for pool in conn listallstoragepools finally conn close ,list all storage pools param connection libvirt connection uri overriding defaults param username username to connect with overriding defaults param password password to connect with overriding defaults versionadded 2019 2 0 cli example code block bash salt ' ' virt list pools , list all storage pools param connection libvirt connection uri overriding defaults param username username to connect with overriding defaults param password password to connect with overriding defaults versionadded 2019 2 0 cli example code block bash salt ' virt list stop
1054,def format native types self na rep date format none kwargs actually format my specific types values self astype object if date format formatter lambda dt dt strftime date format else formatter lambda dt ' s' dt if self hasnans mask self isnan values mask na rep mask values np array formatter dt for dt in values else values np array formatter dt for dt in values return values ,actually format my specific types , actually format my specific types values
1055,def move to element self to element moving the mouse to the middle of an element args to element the webelement to move to if self driver w3c self w3c actions pointer action move to to element self w3c actions key action pause else self actions append lambda self driver execute command move to 'element' to element id return self ,moving the mouse to the middle of an element args to element the webelement to move to , move to element moving at least of an element of an element args to element a element
1056,def new values self '''returns the new values from the diff''' def get new values and key item values item new values if item past dict values update self key item past dict self key else this is a new item as it has no past dict values update self key item current dict self key return values return get new values and key el for el in self get recursive difference 'all' if el diffs and el current dict ,returns the new values from the diff , returns a new values from a set item values new values and key item values item new values if item isn't dict values update
1057,def tracker print msg print message to the tracker this function can be used to communicate the information of the progress to the tracker parameters msg str the message to be printed to tracker if not isinstance msg str msg str msg lib rabittrackerprint ctypes c char p msg encode 'utf 8' ,print message to the tracker this function can be used to communicate the information of the progress to the tracker parameters msg str the message to be printed to tracker , print message to a single file this function can be used to communicate using a information of each progress to a single parameters
1058,def rename name new name root none ''' change the username for a named user name user to modify new name new value of the login name root directory to chroot into cli example code block bash salt ' ' user rename name new name ''' if info new name root root raise commandexecutionerror 'user ' 0 ' already exists' format new name return chattrib name 'name' new name ' l' root root ,change the username for a named user name user to modify new name new value of the login name root directory to chroot into cli example code block bash salt ' ' user rename name new name , change this username for a named user name user to modify new name new value of a login example code block bash salt ' ' user rename name new name
1059,def num failures self return the number of failures in the window min time time time self window while self failures and self failures 0 min time self failures popleft return len self failures ,return the number of failures in the window , return a list of of digits in a given axis
1060,def load lib lib path find lib path lib ctypes cdll loadlibrary lib path 0 dmatrix functions lib restype ctypes c char p return lib ,load by searching possible path , load a model from a given path
1061,def info self get information about all plugins in registered namespaces result dict for name namespace in self namespaces items result name namespace info all return result ,get information about all plugins in registered namespaces , get information about all plugins in registered flags
1062,def create self xml res yield queue executeinthread self connection createxml xml 0 return self domainclass self res ,i take libvirt xml and a new vm , create an xml in memory
1063,def draw final outputs img results args results if len results 0 return img display in largest to smallest order to reduce boxes np asarray r box for r in results areas np area boxes sorted np argsort areas ret img tags for result id in sorted r results result id if r mask is not none ret draw mask ret r mask for r in results tags append 2f format cfg data class names r class id r score ret viz draw boxes ret boxes tags return ret ,args results , args results
1064,def pipeline objects pipeline objects from pillars pipeline object overrides ''' return a list of pipeline objects that compose the pipeline pipeline objects from pillars the pillar key to use for lookup pipeline object overrides pipeline objects to use will override objects read from pillars ''' from pillars copy deepcopy salt 'pillar get' pipeline objects from pillars from pillars update pipeline object overrides pipeline objects standardize dict to list ids from pillars for pipeline object in pipeline objects pipeline object 'fields' properties from dict pipeline object 'fields' return pipeline objects ,return a list of pipeline objects that compose the pipeline pipeline objects from pillars the pillar key to use for lookup pipeline object overrides pipeline objects to use will override objects read from pillars , return a list of pipeline objects that correspond to use for lookup objects from pillars to override for lookup pipeline
1065,def self ids load anns with the specified ids param ids int array integer ids specifying anns return anns object array loaded objects if type ids list return self anns id for id in ids elif type ids int return self anns ids ,load anns with the specified ids param ids int array integer ids specifying anns return anns object array loaded objects , load a module with a specified ids int array integer ids ids specifying ids return
1066,def broadcast compat variables variables create broadcast compatible variables with the same dimensions unlike the result of broadcast variables some variables may have dimensions of size 1 instead of the the size of the broadcast dimension dims tuple unified dims variables return tuple var set dims dims if var dims dims else var for var in variables ,create broadcast compatible variables with the same dimensions unlike the result of broadcast variables some variables may have dimensions of size 1 instead of the the size of the broadcast dimension , create broadcast compatible variables with a same dimensions of term variables some variables may have 1 of size 1 instead of of each size of each broadcast dimension 1 tuple of of this size
1067,def count generated adv examples self result for v in itervalues self data s id v 'submission id' result s id result get s id 0 len v 'images' return result ,returns total number of all generated adversarial examples , returns a list of all of data in this function
1068,def format param p formats function param to type val font weights bold val bold italic arg prefix arg prefixes get p kind '' asterisk prefix for args and kwargs res f arg prefix code esc p name if hasattr p and p annotation p empty res f' anno repr p annotation ' if p default p empty default getattr p default p default default getattr default ' name ' default res f' repr default ' return res ,formats function param to type val font weights bold val bold , function param to type val
1069,def run all self delay seconds 0 run all jobs regardless if they are scheduled to run or not a delay of delay seconds is added between each job this helps distribute system load generated by the jobs more evenly over time param delay seconds a delay added between every executed job logger info 'running all i jobs with is delay len self jobs delay seconds for job in self jobs self run job job time sleep delay seconds ,run all jobs regardless if they are scheduled to run or not a delay of delay seconds is added between each job this helps system load generated by the jobs more evenly over time param delay seconds a delay added between every executed job , run all jobs limit if they are custom to run or not a constructed of windows seconds is added between each job this of job job is added between each job more than every executed param delay seconds a password added between every executed job
1070,def python 2 unicode compatible klass a decorator that defines unicode and str methods under python 2 under python 3 it does nothing to support python 2 and 3 with a single code base define a str method returning text and apply this decorator to the class if py2 if ' str ' not in klass dict raise valueerror python 2 unicode compatible cannot be applied to s because it doesn't define str klass name klass unicode klass str klass str lambda self self unicode encode 'utf 8' return klass ,a decorator that defines unicode and str methods under python 2 under python 3 it does nothing to support python 2 and 3 with a single code base define a str method returning text and apply this decorator to the class , a decorator that defines unicode and str methods under python 3 it does nothing to support python 2 and 3 with a single code base define a str method returning text and apply this decorator to a to a class if base
1071,def get outputs self list all the output ndarray returns a list of ndarray bound to the heads of executor out size mx uint handles ctypes pointer ndarrayhandle check call lib self handle ctypes byref out size ctypes byref handles num output out size value outputs ndarray cls ndarrayhandle handles i for i in range num output return outputs ,list all the output ndarray returns a list of ndarray bound to the heads of executor , list all output ndarray returns a list of ndarray bound to this fit of updated out size mx categorical handles ctypes pointer pointer
1072,def exit enable mode self exit command exit enable mode param exit command command that exits the session from mode type exit command str output if self check enable mode self write channel self normalize cmd exit command output self read until prompt if self check enable mode raise valueerror failed to exit enable mode return output ,exit enable mode param exit command command that exits the session from mode type exit command str , exit configuration mode that view by session from mode type exit command str output if self check enable mode
1073,def store field self state field name field type value store a field of a given object without resolving hierachy param state angr state where we want to allocate the object attribute type simstate param field name name of the attribute type str param field value value type simsootvalue field ref simsootvalue instancefieldref self heap alloc id self type field name field type state memory store field ref value ,store a field of a given object without resolving hierachy param state angr state where we want to allocate the object attribute type simstate param field name name of the attribute type str param field value value type simsootvalue , store a field of a given object without a given a given object
1074,def build scala app if any v in build ver for v in '1 2 ' '1 3 ' '1 4 ' run cmd cd s make app builder srcdir run cmd cd s make app builder srcdir else run cmd cd s scala package b install app builder srcdir ,build scala for scala docs java docs and clojure docs to use , build a command on a pipfile
1075,def sub self other axis columns level none fill value none  subtract a dataframe series scalar from this dataframe   args  other the object to use to apply the subtraction to this  axis the axis to apply the subtraction over  level mutlilevel index level to subtract over  fill value the value to fill nans with   returns  a new dataframe with the subtraciont applied   return self binary op  sub other axis axis level level fill value fill value ,subtract a dataframe series scalar from this dataframe  args  other the object to use to apply the subtraction to this  axis the axis to apply the subtraction over  level mutlilevel index level to subtract over  fill value the value to fill nans with  returns  a new dataframe with the subtraciont applied , combine a dataframe series scalar from this dataframe  args  other a dataframe
1076,def create pipeline name unique id description '' region none key none keyid none profile none ''' create a new empty pipeline this function is idempotent cli example code block bash salt myminion boto datapipeline create pipeline my name my unique id ''' client get client region key keyid profile r try response client create pipeline name name uniqueid unique id description description r 'result' response except botocore exceptions botocoreerror botocore exceptions clienterror as e r 'error' six text type e return r ,create a new empty pipeline this function is idempotent cli example code block bash salt myminion boto datapipeline create pipeline my name my unique id , create a new empty pipeline this function is idempotent cli example code block bash salt myminion boto datapipeline create pipeline my name my name my unique id
1077,def tsql query query kwargs ''' run a sql query and return query result as list of tuples or a list of dictionaries if as dict was passed or an empty list if no data is available cli example code block bash salt minion mssql tsql query 'select version as version' as dict true ''' try cur get connection kwargs cursor cur execute query making sure the result is json serializable return loads encode cur fetchall except exception as err trying to look like the output of cur fetchall return 'could not run the query' six text type err ,run a sql query and return query result as list of tuples or a list of dictionaries if as dict was passed or an empty list if no data is available cli example code block bash salt minion mssql query version as version' as dict true , run a sql query and return query result as list of tuples or a list of dictionaries if no data is available cli example code block bash salt minion mssql to query request version as val as dict true
1078,def get repo url default repo 'https apache mxnet s3 amazonaws com ' repo url os environ get 'mxnet gluon repo' default repo if repo url 1 ' ' repo url repo url ' ' return repo url ,return the base url for gluon dataset and model repository , returns url to url for this given url
1079,def unpack thin thin path ''' unpack the salt thin archive ''' tfile tarfile tarfile gzopen thin path old umask os umask 0o077 pylint disable blacklisted function tfile extractall path options saltdir tfile close os umask old umask pylint disable blacklisted function try os unlink thin path except oserror pass reset time options saltdir ,unpack the salt thin archive , unpack a 4d directory to filepath unless necessary
1080,def dev from name self name return the first pcap device name for a given windows device name try return next iface for iface in six itervalues self if iface name name or iface description name except stopiteration runtimeerror raise valueerror unknown network interface r name ,return the first pcap device name for a given windows device name , return a first first device name for a given windows device name
1081,def check repo sign utils support name ''' check for specified command name in search path ''' if salt utils path which name return true else raise commandexecutionerror ' 0 ' needs to be installed or made available in search path' format name ,check for specified command name in search path , check for specified command name in search path
1082,def timestamp to json row value coerce 'value' to an json compatible representation this version returns floating point seconds value used in row data if isinstance value datetime datetime value microseconds from datetime value 1e 6 return value ,coerce 'value' to an json compatible representation this version returns floating point seconds value used in row data , coerce 'value' to an json compatible representation this version returns floating point timestamp
1083,def range for length self length if the range is for bytes the length is not none and there is exactly one range and it is satisfiable it returns a start stop tuple otherwise none if self units bytes or length is none or len self ranges 1 return none start end self ranges 0 if end is none end length if start 0 start length if is byte range valid start end length return start min end length ,if the range is for bytes the length is not none and there is exactly one range and it is satisfiable it returns a stop tuple otherwise none , if this range is for bytes of length return range of length is not none and there is exactly one range and start stop tuple otherwise none
1084,def dict to string dictionary ''' converts a dictionary object into a list of strings ''' ret '' for key val in sorted dictionary items if isinstance val dict for line in dict to string val ret six text type key ' ' line ' n' elif isinstance val list text ' ' join six text type item for item in val ret six text type key ' ' text ' n' else ret six text type key ' ' six text type val ' n' return ret splitlines ,converts a dictionary object into a list of strings , converts a dictionary object into a list of strings
1085,def get dvs service instance dvs name ''' return a reference to a distributed virtual switch object param service instance service instance param dvs name name of dvs to return return a dvs object ''' switches list dvs service instance if dvs name in switches inventory get inventory service instance container inventory viewmanager createcontainerview inventory rootfolder vim true for item in container view if item name dvs name return item return none ,return a reference to a distributed virtual switch object param service instance service instance param dvs name name of dvs to return return a dvs object , return a reference to a distributed virtual switch object param service instance service instance param dvs name name of device to return return a libcloud object
1086,def maybe to categorical array coerce to a categorical if a series is given internal use only if isinstance array abcseries return array values elif isinstance array np ndarray return categorical array return array ,coerce to a categorical if a series is given internal use only , coerce a categorical if a series is given internal use only
1087,def apt sources attrs none where none ''' return apt sources information from osquery cli example code block bash salt ' ' osquery apt sources ''' if grains 'os family' 'debian' return osquery cmd table 'apt sources' attrs attrs where where return 'result' false 'comment' 'only available on debian based systems ' ,return apt sources information from osquery cli example code block bash salt ' ' osquery apt sources , return true if custom information from cli cli example code block bash salt ' ' mongodb has custom
1088,def drag and drop self source target holds down the left mouse button on the source element then moves to the target element and releases the mouse button args source the element to mouse down target the element to mouse up self click and hold source self release target return self ,holds down the left mouse button on the source element then moves to the target element and releases the mouse button args source the element to mouse down target the element to mouse up , evaluate down a new mouse button on a new element then moves to a target element and releases this override button args source an element to move down this element to override up
1089,def mkdir self mode 0o777 parents false exist ok false create a new directory at this given path if self closed self raise closed def try func self accessor mkdir self mode def exc func exc if not parents or self parent self raise exc self parent mkdir parents true exist ok true self mkdir mode parents false exist ok exist ok try try except filenotfounderror try func exc func except oserror if not exist ok or not self is dir raise ,create a new directory at this given path , create a new directory at this given path
1090,def build dataset filename sequence length alphabet size max lines 1 with open filename as f content f readlines content content max lines content line for line in content if len line 2 remove blank lines seqs np zeros sequence length len content alphabet size for ix line in enumerate content padded line line sequence length sequence length seqs ix string to one hot padded line alphabet size return seqs ,loads a text file and turns each line into an encoded sequence , create a new dataset as a tuple of lines
1091,def lstrip word word prefix ''' return a copy of the string after the specified prefix was removed from the beginning of the string ''' if six text type word startswith prefix return six text type word len prefix return word ,return a copy of the string after the specified prefix was removed from the beginning of the string , return a copy of my string after this prefix was removed from a list of
1092,def stop name call none ''' stop a vm versionadded 2016 3 0 name the name of the vm to stop cli example code block bash salt cloud a stop my vm ''' if call 'action' raise saltcloudsystemexit 'the start action must be called with a or action ' log info 'stopping node s' name return vm action name kwargs 'action' 'stop' call call ,stop a vm versionadded 2016 3 0 name the name of the vm to stop cli example code block bash salt cloud a stop my vm , stop a vm versionadded 2016 3 0 name a vm versionadded 2016 3 0 name name str name of name of to vm
1093,def flatmapvalues self f pass each value in the key value pair rdd through a flatmap function without changing the keys this also retains the original rdd's partitioning x sc parallelize a x y z b p r def f x return x x flatmapvalues f collect 'a' 'x' 'a' 'y' 'a' 'z' 'b' 'p' 'b' 'r' flat map fn lambda kv kv 0 x for x in f kv 1 return self flatmap flat map fn preservespartitioning true ,pass each value in the key value pair rdd through a flatmap function without changing the keys this also retains the original rdd's partitioning x sc parallelize a x y z b p r def f x return x x f collect 'a' 'x' 'a' 'y' 'a' 'b' 'b' 'r' , pass each value in an key value pair rdd through a ring function without changing a value y length sc parallelize a x y bytes b p r def f x return x x y f collect 'a' 1 'b' collect 'a' 1 1
1094,def self out cur dump an html node recursive behaviour children are printed too and formatting returns are added if cur is none cur o none else cur o cur o libxml2mod out self o cur o ,dump an html node recursive behaviour children are printed too and formatting returns are added , dump an html node recursive behaviour children are printed too and formatting returns are added
1095,def raise error name none args none message '' ''' raise an exception with name from name args from args if args is none otherwise message from message if name is empty then use exception ''' name name or if hasattr salt exceptions name ex getattr salt exceptions name elif hasattr exceptions name ex getattr exceptions name else name ex getattr salt exceptions name if args is not none raise ex args else raise ex message ,raise an exception with name from name args from args if args is none otherwise message from message if name is empty then use exception , raise an exception with name from name args from args if args is none otherwise message from message if name is empty then use exception
1096,def run cmd cmd ''' run a kapacitor task and return a dictionary of info ''' ret env vars 'kapacitor url' get url 'kapacitor unsafe ssl' salt 'config option' 'kapacitor unsafe ssl' 'false' result salt 'cmd run all' cmd env env vars if result get 'stdout' ret 'stdout' result 'stdout' if result get 'stderr' ret 'stderr' result 'stderr' ret 'success' result 'retcode' 0 return ret ,run a kapacitor task and return a dictionary of info , run a system task and return a dictionary of info
1097,def updates self ''' get the contents of updates all updates and puts them in an updates class to expose the list and summary functions returns updates an instance of the updates class with all updates for the system code block python import salt utils win update salt utils win update updates updates to get a list updates list to get a summary updates summary ''' updates updates found updates updates for update in self updates found add update return updates ,get the contents of updates all updates and puts them in an updates class to expose the list and summary functions returns updates an instance of the updates class with all updates for the system code block python import salt utils win update salt utils win update updates updates to get a list updates list to get a summary updates summary , get a file of updates all updates and install them in an updates class to ensure if an updates class to ensure that list of updates and summary functions returns updates an instance of of to updates
1098,def verify fun lazy obj fun ''' check that the function passed really exists ''' if not fun raise salt exceptions saltinvocationerror 'must specify a function to run n' manage up' if fun not in lazy obj if the requested function isn't available lets say why raise salt exceptions commandexecutionerror lazy obj missing fun string fun ,check that the function passed really exists , check that this passed proto exists
1099,def get result file template self this is a template results main comp id det test txt returns a string template res file folder os path join self path 'results' self year 'main' comp id self config id' filename comp id ' det ' self image set ' s txt' path os path join res file folder filename return path ,this is a template results main comp id det test txt returns a string template , this is a template results
1100,def stdout avail self   data self interpreter stdout write empty queue  if data  self write data ,data is available in stdout let's empty the queue and write it , return a list of data in a file
1101,def xpathnextprecedingsibling self cur traversal function for the preceding sibling direction the preceding sibling axis contains the preceding siblings of the context node in reverse document order the first preceding sibling is first on the axis the sibling preceding that node is the second on the axis and so on if cur is none cur o none else cur o cur o ret libxml2mod xmlxpathnextprecedingsibling self o cur o if ret is none raise xpatherror 'xmlxpathnextprecedingsibling failed' tmp xmlnode obj ret return tmp ,traversal function for the preceding sibling direction the preceding sibling axis contains the preceding siblings of the context node in reverse document order the first preceding sibling is first on the axis the sibling preceding that node is the second on the axis and so on , traversal function for a preceding sibling direction this handle axis contains a tab index of of context node in reverse document order to second on axis on a context on if recursive is first on on axis
1102,def project self str default project to use for queries performed through ipython magics note the project does not need to be explicitly defined if you have an environment default project set if you do not have a default project set in your environment manually assign the project as in the example below example manually setting the context project from google cloud bigquery import magics magics context project 'my project' if self project is none self project google auth default return self project ,str default project to use for queries performed through ipython magics note the project does not need to be explicitly defined if you have an environment default project set if you do not have a default project set in your environment manually assign the project as in the example below example manually setting the context project from google cloud bigquery import magics magics context project 'my , default project to use for queries
1103,def get words self include freq false on unicode error 'strict' get the entire list of words of the dictionary optionally including the frequency of the individual words this does not include any subwords for that please the function get subwords pair self f on unicode error if include freq return pair 0 np array pair 1 else return pair 0 ,get the entire list of words of the dictionary optionally including the frequency of the individual words this does not include any subwords for that please the function get subwords , get a entire list of words of a list of words of each individual optionally including this frequency of each individual words this does not include any sequence for that done
1104,def adjust n years other n month reference day adjust the number of times an annual offset is applied based on another date and the reference day provided if n 0 if other month month or other month month and other day reference day n 1 else if other month month or other month month and other day reference day n 1 return n ,adjust the number of times an annual offset is applied based on another date and the reference day provided , adjust a number of times an image offset is applied based on another date and a reference day provided if n
1105,def mkdir p dirname like mkdir p make a dir recursively but do nothing if the dir exists args dirname str assert dirname is not none if dirname '' or os path isdir dirname return try os makedirs dirname except oserror as e if e errno errno eexist raise e ,like mkdir p make a dir recursively but do nothing if the dir exists args dirname str , like equals p make a dir recursively but do nothing if a directory exists args
1106,def parse rec filename parse record into a dictionary param filename xml file path return list of dict import xml etree elementtree as et tree et parse filename objects for obj in tree findall 'object' obj dict dict obj dict 'name' obj find 'name' text obj dict int obj find text bbox obj find obj dict int bbox find text int bbox find text int bbox find text int bbox find text objects append obj dict return objects ,parse record into a dictionary param filename xml file path return list of dict , parse record into a dictionary param filename xml file path return list of dict
1107,def parse node graph text match nodepat match text if match is not none node match group 1 graph node node label match group 2 shape return node match leafpat match text if match is not none node match group 1 graph node node label match group 2 shape return node raise valueerror 'unable to parse node 0 ' format text ,parse dumped node , parse a function to a node for each given a node
1108,def read file path ''' reads and returns the contents of a text file ''' try with salt utils files flopen path 'rb' as contents return salt utils stringutils to str line for line in contents readlines except oserror ioerror return '' ,reads and returns the contents of a text file , reads and returns a json file
1109,def store minions opts jid minions mminion none syndic id none ''' store additional minions matched on lower level masters using the configured master job cache ''' if mminion is none mminion salt minion masterminion opts states false rend false job cache opts 'master job cache' minions fstr ' 0 save minions' format job cache try mminion returners minions fstr jid minions syndic id syndic id except keyerror raise keyerror 'returner ' 0 ' does not support function save minions' format job cache ,store additional minions matched on lower level masters using the configured master job cache , store additional minions matched on lower level too using using configured job cache
1110,def pandoc version version pandoc u' version' splitlines 0 split 1 if parse version version parse version '2 7 2' raise pandocerror 'please install pandoc 2 7 2 found version ' format version return version ,version number , version of version version version version
1111,def get item cache self item cache self item cache res cache get item if res is none values self data get item res self box item values item values cache item res res set as cached item self for a chain res is copy self is copy return res ,return the cached item item represents a label indexer , returns a set of a map with a set of values
1112,def parsed cmd self we need to take into account two cases 'python code py foo bar' used mainly with dvc as a library 'echo' 'foo bar' list of arguments received from the cli the second case would need quoting as it was passed through dvc run echo foo bar if len self args command 2 return join self args command return join self quote argument arg for arg in self args command ,we need to take into account two cases 'python code py foo bar' used mainly with dvc as a library 'echo' 'foo bar' list of arguments received from the cli the second case would need quoting as it was passed through dvc run echo foo bar , we need to take into account two cases todo code py foo sort used by 'get as library a library override reference to list of arguments received from a library driver 'foo
