,Function,Original Comment,Predicted comment
2017,int dpivar getvalue dpivar var dpivarbuffer buffer uint32 t pos case dpi oracle type native double data value asdouble buffer data asdouble pos return dpi success case dpi oracle type date return dpidatabuffer fromoracledateasdouble data value var env error buffer data asdate pos case dpi oracle type timestamp case dpi oracle type timestamp tz case dpi oracle type timestamp ltz ,added support for returning a date value as a native double number of milliseconds since january as used by environments like node js , fix for the error message when the connection is a bit long
2018,class targettest test util tensorflowtestcase self assertequal len events 2 self assertequal events 1 summary value 0 tag 'scalar' def testsummaryglobalstep self global step training util get or create global step logdir tempfile mkdtemp with summary ops create summary file writer logdir max queue 0 name 't2' as default summary ops always record summaries summary ops scalar 'scalar' 2 0 global step global step events summary test util events from file logdir self assertequal len events 2 self assertequal events 1 summary value 0 tag 'scalar' if name ' main ' test main ,allow passing other global steps to summaries piperorigin revid , fix a bug in the docstring of the test case piperorigin revid
2019,def expand and tile tensor multiple dim 0 name none tiled multiple times along the new dimension args tensor input tensor tensor input tensor or sparsetensor multiple integer number of times to tile dim integer dimension along which to tile name name of operation ,add comment that argument can be either dense tensor or sparsetensor change , fix a bug in the docstring of the documentation of the tf nn entropy with logits piperorigin revid
2020,handle viminfo mark garray t values int force if idx 0 curwin w jumplistlen jumplistsize insert as the oldest entry idx 0 else if idx 0 curwin w jumplistlen jumplistsize no space to insert as the oldest entry idx 1 else if curwin w jumplistlen jumplistsize insert as oldest entry handle viminfo mark garray t values int force if curwin w jumplistlen jumplistsize drop the oldest entry idx vim free curwin w jumplist 0 fname for i 0 i idx i curwin w jumplist i curwin w jumplist i 1 ,patch problem memory access error when reading viminfo dominique pelle solution correct index in jumplist when at the end , patch problem when using a terminal window is a bit slow solution add a test for the gui
2021,nfa regtry prog col tm cleanup zsubexpr re extmatch out make extmatch for i 0 i subs in use i loop over z1 z2 etc there is no z0 for i 1 i subs in use i if reg multi ,patch problem segfault reading unitialized memory solution do not read match z it does not exist marius gedminas closes , patch problem when using a terminal window is a bit slow solution add a test for the command line
2022,profilerequest populateprofilerequest int duration ms request set repository root repository root request set session id session id request add tools trace viewer request add tools op profile request add tools input pipeline request add tools kernel stats status profile const string service addr const string logdir tf return if error fromgrpcstatus stub profile context request response if response encoded trace empty if response empty trace tf check ok savetensorboardprofile logdir session id response std cout print this at the end so that it's not buried in irrelevant log messages status profile const string service addr const string logdir std endl if response encoded trace empty if response empty trace return status error code unavailable no trace event is collected return status ok ,remove encoded traces in piperorigin revid change id , add a test for the tpu api piperorigin revid
2023,struct quantizationspecs dt half and dt qint8 inference type bool weight quantization false whether the quantization passes are triggered for post training quantization if it is true the model input doesn't require user specified input ranges todo fengliuai the weight quantization is just a special case of post training quantization we need to deprecate the weight quantization bool post training quantization false the node type when the model is exported currently this is limited to dt float dt half dt qint8 and dt quint8 when dt half is used the weight quantization flag needs to set to true when dt quint8 is used ,add a flag to the to indicate post training quantization workflow comparing to quantization aware training conversion the doesn't need to take input range arguments piperorigin revid change id , fix a bug in the parser build piperorigin revid
2024,class eagersavedmodelloader loader impl savedmodelloader signature fn wrapped prune feeds wrapped graph as graph element inp name for inp in input specs fetches name wrapped graph as graph element out name for name out in signature def outputs items fetches name out for name out in signature def outputs items pylint disable protected access signature fn arg keywords input names if len input names 1 ,restore output shapes when loading v savedmodels , fix a bug in the docstring of the keras model piperorigin revid
2025,class forloopnest const shape shape tensorflow gtl arrayslice int64 dimensions tensorflow stringpiece suffix emits a series of nested loops for iterating over an operand array loops are constructed in major to minor dimension layout order no loop is emitted for the given to the function returns an irarray index for the given operand array containing the indvars of the loops all dimensions of the index are filled except for to name suffix is the string to append to the names of llvm constructs eg basic blocks constructed by this method irarray index emitoperandarrayloopnest const llvm ir irarray operand array int64 dimension to skip tensorflow stringpiece name suffix convenience methods which return particular basic blocks of the outermost or innermost loops these methods return nullptr if no loops have been added yet ,move sort emitter logic into a helper file this will allow to reuse it for the cpu backend also move the method emitoperandarrayloopnest to the class this makes more sense than having it as part of iremitter piperorigin revid , tf data service support for tf data experimental piperorigin revid
2026,limitations under the license include tensorflow lite delegates gpu cl buffer h include tensorflow lite delegates gpu cl cl device h include tensorflow lite delegates gpu cl kernels gpu operation h include tensorflow lite delegates gpu cl model hints h include tensorflow lite delegates gpu cl selectors operation selector h include tensorflow lite delegates gpu cl selectors special selector h include tensorflow lite delegates gpu cl storage type util h ,moved to gpu common piperorigin revid change id , xla gpu support for the cpu backend piperorigin revid change id icbbdbfafcdfcae
2027,pyobject self unused pyobject args if pyarg parsetuple args s expr return null return pylong fromlong mb string2cells char u expr int strlen expr return pylong fromlong ifdef feat mbyte mb string2cells char u expr int strlen expr else strlen expr endif ,updated for version problem python interface doesn't build without the multi byte feature solution add ifdef ken takata , fix a bug in the documentation of the test case
2028,undo time when target is 0 back to origin if target 0 goto found mark avoid that gcc complains goto target zero may do this twice undo time above true stop above the header found target zero if we found it follow the path to go to where we want to be if uhp null target 0 ,patch compiler complains about uninitialized variable problem compiler complains about uninitialized variable tony mechelynck solution assign a value to the variable , patch problem when using a terminal window doesn't work solution add a test for the job
2029,do one cmd cmdlinep sourcing is equal to the lower if ea cmdidx cmd user ea cmdidx cmd size if ea cmdidx cmd size ifdef feat usr cmds ea cmdidx cmd user endif ea addr type cmdnames int ea cmdidx cmd addr type else ea addr type addr lines ,updated for version problem cannot build with tiny and small features taro muraoka solution add ifdef around cmd user , patch problem when using a terminal window is a bit slow solution add a test for the command line
2030,translatefrommlirregistration translatefrommlirregistration end llvm report fatal error attempting to overwrite an existing from function assert function attempting to register an empty translate to function assert function attempting to register an empty translate from function name function ,fix a typo in error message piperorigin revid , fix a bug in the parser test piperorigin revid
2031,class public opkernel values shape set dim 0 num values tf return if error context allocate output values index values shape values out int64 value size params dense values in numelements params dense values in dim size 0 const int64 num elements params dense values in numelements const int64 value size num elements 0 0 num elements params dense values in dim size 0 params dense values in value slices value size values out return tensorflow status ok ,fix sigfpe when concatenating two empty ragged tensors piperorigin revid , add support for int ops piperorigin revid
2032,clang format off dont't remove format off it prevent reordering of win includes if defined mingw32 defined mingw64 defined cygwin defined define posix c source 200809l define xopen source endif ifdef win32 ifndef win32 lean and mean ,remove posix c source and xopen source definitions when compiling remove posix c source and xopen source definitions when compiling on openbsd only define posix c source and xopen source for mingw cygwin platforms only define posix statements for mingw cygwin qnx platforms , fix a bug in the test case piperorigin revid
2033,def device device name or function returns a context manager that specifies the default device to use for newly created ops raises runtimeerror if eager execution is enabled and a function is passed in if context in graph mode return get default graph device device name or function else todo agarwal support device functions in eager mode if callable device name or function raise runtimeerror tf device does not support functions when eager execution is enabled return context device device name or function ,add check to tf device when called with a function in eager mode piperorigin revid , fix a bug in the docstring of the gradient of the gradient of the gradient of the gradient of the gradient of the gradient of the gradient of the input piperorigin revid
2034,class layer def init self unconditional kwargs pass autocast false as there is no reason to cast loss to a different dtype kwargs 'autocast' false super self init kwargs self unconditional unconditional ,do not cast inputs to layers this means tensors passed to model add loss will no longer be cast to floatx piperorigin revid , fix a bug in the docstring of the keras model piperorigin revid
2035,from tensorflow python training import training ops from tensorflow python util tf export import tf export tf export train tf export v1 train class optimizer optimizer pylint disable line too long optimizer that implements the proximal gradient descent algorithm ,remove tf train from the v api i believe this was an oversight during api qa efforts piperorigin revid , tf data vectorization to use tf data experimental tf data experimental tf data experimental tf data experimental tf data experimental tf data experimental tf data experimental tf data experimental tf data experimental tf data experimental v piperorigin revid
2036,void executorstate process taggednode tagged node int64 scheduled usec params device device track allocations if and only if we are collecting statistics params track allocations stats collector nullptr params log memory log memory params rendezvous rendezvous params session state session state params tensor store tensor store ,avoid calling logmemory isenabled in allocate tensor this saves a couple function calls on each allocation change , add a test for the tf data service piperorigin revid
2037,limitations under the license include tensorflow compiler jit xla tensor h include tensorflow compiler tf2xla xla compiler h include tensorflow compiler xla client local client h include tensorflow compiler xla service shaped buffer h include tensorflow core framework allocation description pb h include tensorflow core framework resource var h include tensorflow core framework tensor h class xlacomputationlaunchcontext const std vector xla shapedbuffer arguments const return arg ptrs private tensor datatype type const tensorshape shape se devicememorybase buffer int output num const xla hloinputoutputaliasconfig input output alias allocator allocator xla localclient client se devicememoryallocator xla allocator bool allocate xla tensors ,xla support aliasing resource variables piperorigin revid , xla gpu support for the client client piperorigin revid change id icbbdbfafcdfcae
2038,boost assert leading a shift 1 boost assert a b shift 1 boost uintmax t max iter 200 t first second first boost math detail hypergeometric 1f1 imp t a a shift t b b shift z pol log scaling ,f apply backwards recurrence relations for in large a b z approximation ci skip , fix a bug in the new parser test svn r
2039,void const intptr t sizes size t n void bufs uintptr t pos reinterpret cast uintptr t contiguous for size t i 0 i n i if sizes i 0 bufs i is either a constant an entry parameter or a thread local allocation if sizes i 1 bufs i nullptr else bufs i reinterpret cast void pos ,automated rollback of commit piperorigin revid , xla gpu support for the hlo client piperorigin revid change id icabdabcccecababba
2040,static char features static int included patches add new patch number below this line 842 841 ,patch getchar zero test fails on ms windows problem getchar zero test fails on ms windows solution disable the test for now , patch problem when using a channel to be a bit a bit slow solution add a test for the test
2041,limitations under the license namespace tensorflow class sessionoptions struct sessionoptions this class is shared by threadpooldevice and gpudevice and initializes a shared eigen compute device used by both this ,sessionoptions is defined ad struct it should be declared the same , xla python add a test for the cpu backend piperorigin revid change id idaddffdfdccebadaad
2042,namespace tflite namespace optimize namespace calibration tflitestatus minmax update const float values size t tensor size tflitestatus minmax update const float values size t tensor size errorreporter error reporter if tensor size 0 return ktfliteok todo make it possible to use weighted moving average for size t i 0 i tensor size i if std isnan values i todo suharshs propagate errorreporter here tflite log tflite tflite log error model resulted in nan value during calibration please make sure model results in all real values during inference with provided dataset error reporter report model resulted in nan value during calibration please make sure model results in all real values during inference with provided dataset return ktfliteerror ,propagate nan value error through errorreporter piperorigin revid change id , xla gpu support for the layout inference piperorigin revid change id id ibdacdecbebffaefddaf
2043,class linearalgebraop public opkernel eigen matrix scalar eigen dynamic eigen dynamic eigen rowmajor using constmatrixmap eigen map const matrix using matrixmap eigen map matrix using eigen map const eigen matrix scalar 1 eigen dynamic using constmatrixmaps gtl inlinedvector constmatrixmap 4 using matrixmaps gtl inlinedvector matrixmap 4 using realscalar typename eigen numtraits scalar real extern template class linearalgebraop complex128 using matrixmaps typename base matrixmaps using constmatrixmap typename base constmatrixmap using constmatrixmaps typename base constmatrixmaps using typename base using tensorshapes typename base tensorshapes define register linalg op cpu opname opclass scalar ,add tf linalg tridiagonal mul op for a tridiagonal matrix by a dense matrix cpu implementation only piperorigin revid , fix a bug in the test case piperorigin revid
2044,class mapfntest test testcase def testmapsparsetensor self with self cached session with self assertraises typeerror map fn map fn lambda x x sparse tensor sparsetensor indices 0 0 0 1 1 0 values constant op constant 0 1 2 dense shape 2 2 st sparse tensor sparsetensor indices 0 0 0 1 1 0 values constant op constant 0 1 2 dense shape 2 2 result map fn map fn lambda x x st self assertallequal result indices st indices self assertallequal result values st values self assertallequal result dense shape st dense shape test util run in graph and eager modes def testmapoverscalarerrors self ,update tf map fn to support raggedtensors and sparsetensors piperorigin revid change id , fix a bug in the docstring of the keras model piperorigin revid
2045,win redr status matches displayed static void win redr status win t wp int ignore pum win redr status win t wp int ignore pum unused introw char u p ,patch compiler warning for unused variable problem compiler warning for unused variable yegappan lakshmanan solution add unused christian brabandt , patch problem when using a terminal window is a bit slow solution add a few more tests to the new code
2046,limitations under the license include tensorflow core kernels fill functor h if google cuda include third party gpus cuda include cuda h include tensorflow core platform stream executor h endif google cuda register cpu float register cpu double register cpu int32 register cpu complex64 register cpu eigen half if google cuda register gpu float register gpu double if cuda version 7050 register gpu eigen half endif endif google cuda namespace tensorflow ,enable fp support for matmul via cublas gated on compilation with cuda or higher if not the gpu tests will also not be run so that the tests as a whole will keep passing on cuda change , xla python add a test for the cpu backend piperorigin revid change id idaddffdfdccebadaad
2047,limitations under the license ifndef tensorflow core kernels cwise ops h define tensorflow core kernels cwise ops h define use math defines include cmath include functional include type traits ,fix compilation with math constants with msvc piperorigin revid change id , xla python add a test for the cpu backend piperorigin revid change id idaddffdfdccebadaad
2048,dtrace close dtrace hdl t dtp elf end dtp dt ctf elf free dtp dt mods free dtp dt module path free dtp dt free dtp dt free dtp ,free the dt module path on dtrace close we were leaking it , dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt
2049,def convert to graph tensor value dtype none name none as ref false tensor map scoped captures tensors if tensor map is none capturing is not enabled if value dtype dtypes module resource return value return constant op constant value numpy if type value ops tensor and value graph is default graph the tensor has already been converted and captured the type check ,handling resource captures when defining functions piperorigin revid , fix a bug in the docstring of the docstring of the tf nn rnn api piperorigin revid
2050,export class scatterplotwebgl implements scatterplot this highlightedpoints filter id i this favorlabels i let selection this nearestpoint null only call event handlers if the click originated from the scatter plot if e this isdragsequence if this isdragsequence this foreach l l selection selection this isdragsequence false ,when loading a bookmark call on the first point also call this method when clicking in the nearest neighbors list this allows all listeners to fire showing the associated trace of a point if traces are enabled change , fix a bug in the documentation of the new version of the client client client piperorigin revid
2051,status functionalizecontrolflowpass run multiple times and we want to avoid functionalize it again static std map string string new std map string string tpureplicate ops are generated by tpureplicate computation tpureplicate ops are generated by tpureplicate computation xlalaunch ops are generated by encapsulatexlacomputationspass xlalaunch function ,rename tpureplicate op to tpureplicate so it won't be accidentally serialized renaming this op is fine because it's only a transient op occurring in graphoptimizationpass and it's never serialized in graphdef piperorigin revid , xla python fix a bug in the hlo computation piperorigin revid change id iefecfafdafabefecbd
2052,skip add sub list multi subidx start col colnr t reginput regline off sub list multi subidx end lnum 1 else ,patch problem using uninitialized memory for regexp with back reference dominique pelle solution initialize end lnum , patch problem when using a terminal window is a bit slow solution add a test for the gui
2053,class nnapidelegatekernel break case if version 1 todo relax the constraint after tests on the drivers if android sdk version kminsdkversionfornnapi12 some nnapi 1 1 drivers don't support this operator properly return nullptr const auto input context tensors node inputs data 0 if input dims size 4 return nullptr if input type ktflitefloat32 input type ktfliteuint8 return nullptr if android sdk version kminsdkversionfornnapi12 input type ktflitefloat32 nnapi 1 0 11 only supports float input return nullptr return const nnapiopmappingargs mapping args aneuralnetworksoperationtype const int output id mapping args node outputs data 0 ,relax nnapi delegate to be able to delegate resize bilinear to pre q devices piperorigin revid , fix a bug in the new delegate piperorigin revid
2054,class basesaverbuilder object with ops name scope name save saveable op for saveable in saveables as name add the constant string tensor for the filename filename tensor constant op constant filename or model add a placeholder string tensor for the filename keep the name const for backwards compatibility filename tensor array ops placeholder with default filename or model shape name const add the save ops if sharded ,avoid creating constant nodes in cases where we know we'll end up feeding actual data this makes debugging constant folding easier piperorigin revid , fix a bug in the docstring of the docstring of the tf nn rnn api piperorigin revid
2055,def eager metrics fn model outputs targets sample weights none masks none for m in model metrics if m not in model compile metric functions return backend mean t for t in metric results return metric results def model loss model def model loss model total loss model loss weights list i output loss if loss fns total loss backend mean total loss add regularization losses custom losses model losses if custom losses ,remove backend mean from result tensors in eager mode piperorigin revid , fix a bug in the docstring of the gradient of the gradient of the gradient of the gradient of the gradient of the gradient of the gradient of the gradient of the gradient piperorigin revid
2056,class literal template typename nativet std unique ptr literal replicate int64 times const converts this literal to another primitive type returns an error if the conversion is not possible this literal must be array shaped converts this literal to another primitive type using static cast returns an error if the conversion is not possible this literal must be array shaped statusor std unique ptr literal convert primitivetype primitive dest type const converts this literal to another primitive type using a bitcast conversion the to and from primitive types must have the same bit width returns an error if the conversion is not possible this literal must be array shaped statusor std unique ptr literal bitcastconvert primitivetype primitive dest type const converts this literal to the given shape returns an error is the conversion is not possible ,add bitcast convert support to the evaluator and as a method on literal piperorigin revid , xla gpu support for the xla client piperorigin revid
2057,bool issplitv const nodedef node return node op splitv bool issqrtgrad const nodedef node return node op sqrtgrad bool issquare const nodedef node return node op square bool issquareddifference const nodedef node return node op squareddifference ,add bool to the grappler op types piperorigin revid , add a new method to the graph piperorigin revid
2058,emsg char u s return true called emsg true if emsg silent 0 ex exitval 1 if emsg severe is true when an error exception is to be thrown emsg char u s return true ex exitval 1 reset msg silent an error causes messages to be switched back on msg silent 0 cmd silent false ,patch when an error is caught vim still exits with non zero result problem when in ex mode and an error is caught by try catch vim still exits with a non zero exit code solution don't set ex exitval when inside a try catch partly by christian brabandt , patch problem when using a terminal window is a bit slow solution add a test for the test
2059,struct cropandresizebackpropimage cpudevice t including calculation cost in the depth loop and pixel loop const double cost per pixel method name bilinear depth eigen tensoropcost addcost float 4 depth eigen tensoropcost addcost float 7 eigen tensoropcost mulcost float 6 eigen tensoropcost t float 4 eigen tensoropcost addcost float 4 eigen tensoropcost addcost float 4 depth eigen tensoropcost addcost float eigen tensoropcost t float eigen tensoropcost t float eigen tensoropcost addcost float 3 const double cost per box crop height crop width cost per pixel const devicebase cpuworkerthreads worker threads ,update cost estimation for bilinear depth multiplication cast depth cast , fix a bug in the parser test piperorigin revid
2060,static void reenable coredumps static void set make it fail static char failed 0 static char failed false int fd const char buf 1 if we failed last time don't bother trying in future if failed 1 if failed true return fd open proc self make it fail o wronly static void set make it fail if errno eperm printf writing to proc self make it fail failed s n strerror errno else failed 1 failed true close fd ,change boolean tests to use true false instead of , fix a bug in the watchdog page
2061,static int ax25 protocols nr ax25 protos no layer 3 protocol impl void ax25 rand socket struct socket triplet st static void ax25 rand socket struct socket triplet st switch rnd 3 case 0 st type sock dgram void ax25 setsockopt struct sockopt so so optname rand array ax25 opts struct netproto proto ax25 name ax25 socket ax25 rand socket ,convert af ax to use netproto struct , fix a bug in the watchdog process
2062,void dump syscall tables void unsigned int i if biarch true printf 32bit syscalls d n max nr 32bit syscalls printf 64bit syscalls d n max nr 64bit syscalls for i 0 i max nr 32bit syscalls i printf 32 bit entrypoint d s syscalls 32bit i entry number syscalls 32bit i entry name if syscalls 32bit i entry flags active void dump syscall tables void printf disabled n else printf syscalls d n max nr syscalls for i 0 i max nr syscalls i printf s syscalls i entry name if syscalls i entry flags active ,output number of syscalls , make the syscall page we can be a bit more than the syscall process
2063,static struct fst term getattr 2 2 f term getattr term getcursor 1 1 f term getcursor term getjob 1 1 f term getjob term getline 1 2 f term getline term getline 2 2 f term getline term getsize 1 1 f term getsize term getstatus 1 1 f term getstatus term gettitle 1 1 f term gettitle term gettty 1 1 f term gettty term list 0 0 f term list term scrape 1 2 f term scrape term scrape 2 2 f term scrape term sendkeys 2 2 f term sendkeys term start 1 2 f term start term wait 1 1 f term wait ,patch term scrape and term getline require two arguments problem term scrape and term getline require two arguments but it is not enforced solution correct minimal number of arguments hirohito higashi update documentation ken takata , patch problem when using a terminal window is a bit slow solution add a test for the gui
2064,from future import print function from tensorflow python ops import gen risc ops go tf wildcard import pylint disable wildcard import from tensorflow python ops risc ops gen import pylint enable wildcard import def risc add input lhs ,add lowering from tf op to hlo add piperorigin revid change id , tf data service support for tf data dataset piperorigin revid
2065,class cluster const std vector string fetch runmetadata metadata 0 run the specified grappleritem and return the corresponding metadata virtual status run const grappleritem item runmetadata metadata return run item graph item feed item fetch metadata protected std unordered map string deviceproperties devices const int timeout s ,get rid of a number of gratuitous graph copies in grappler code piperorigin revid , tf data service support for tf data experimental piperorigin revid
2066,class private shape getsubshape shape shape const xla shape getsubshape xla shape shape const return shapeutil getmutablesubshape shape index const shape getsubshape const shape shape const const xla shape getsubshape const xla shape shape const return shapeutil getsubshape shape index ,to avoid confusing certain compilers be more explicit in types in otherwise msvc gets confused piperorigin revid change id , xla gpu support for the layout inference piperorigin revid change id id icfecdffaddccbded
2067,do cmdline if p verbose 15 sourcing name null if p verbose 15 sourcing name null p verbose 16 msg verbose cmd sourcing lnum cmdline copy do one cmd if cmdlinep 0 ' ' cmdlinep 1 ' ' goto doend if p verbose 16 msg verbose cmd 0 cmdlinep 1 skip comment lines and leading white space and colons 2 handle command modifiers ,patch 'verbose' value causes duplicate output problem 'verbose' value causes duplicate output solution combine levels and into one message christian brabandt closes , patch problem when using a terminal window is a bit slow solution add a test for the command line
2068,class conv2dcustombackpropfilterop public opkernel tf call half register cpu kernels tf call float register cpu kernels tf call double register cpu kernels undef register cpu kernels gpu definitions namespace functor typename ttypes t 4 int tensor out tensorformat data format extern template struct padinput gpudevice t int 4 declare gpu spec double declare gpu spec float declare gpu spec eigen half undef declare gpu spec namespace functor register kernel builder name conv2dbackpropfilter device device gpu typeconstraint double t hostmemory filter sizes conv2dslowbackpropfilterop gpudevice double register kernel builder name conv2dbackpropfilter device device gpu typeconstraint float t ,adds float support for convd convdbackpropinput and convdbackpropfilter piperorigin revid , fix a bug in the test case piperorigin revid
2069,static char features static int included patches add new patch number below this line 1763 ,patch vim no error when assigning to script var with wrong type problem vim no error when assigning to script var with wrong type solution fix off by one error closes , patch problem when using a channel to be a bit a bit slow solution add a test for the test
2070,ex quit exarg t eap wp curwin ifdef feat autocmd apply autocmds event quitpre null null false curbuf refuse to quit when locked or when the buffer in the last window is being closed can only happen in autocommands if curbuf locked win valid wp refuse to quit when locked if curbuf locked return apply autocmds event quitpre null null false wp w buffer bail out when autocommands closed the window refuse to quit when the buffer in the last window is being closed can only happen in autocommands if win valid wp wp w buffer b nwindows 1 wp w buffer b locked 0 return endif ,patch a quitpre autocommand may get the wrong file name problem a quitpre autocommand may get the wrong file name solution pass the buffer being closed to apply autocmds howe , patch problem when using a channel to be a list of a terminal window solution add a test for the command line
2071,test f sessiondebugminusaxtest assert eq 1 debug nan count tensor vals 0 scalar int64 ifndef google cuda todo cais the following test for concurrent debugged runs on a gpu once the root cause of the 0 5 flakiness has been addressed b test f sessiondebugminusaxtest test concurrent run calls on a graph with different debug watches test f sessiondebugminusaxtest outputs run metadata tf assert ok s if google cuda assert eq 2 run metadata partition graphs size else assert eq 1 run metadata partition graphs size endif assert eq 1 outputs size assert true outputs 0 isinitialized test f sessiondebugminusaxtest assert eq 1 0 y mat identity 1 0 endif class public testing test public ,tfdbg core temporarily disable flaky test on gpu in debug test has been flaky on gpu at a rate of this cl restrict this test method to cpu only until the underlying root cause of the flakiness is addressed change , fix a bug in the new delegate piperorigin revid
2072,tflitestatus microallocator initializeruntimetensor quantization scale reinterpret cast tflitefloatarray scale array quantization zero point reinterpret cast tfliteintarray zero point array todo rocky need to add a micro allocator test case that fails when this is not copied quantization quantized dimension src quantization quantized dimension result quantization ktfliteaffinequantization quantization ,add quantized dimension to data copied to runtime tensor from flatbuffer piperorigin revid change id , add support for int ops piperorigin revid
2073,class clarguments public argumentsbinder public clarguments default absl status init const deviceinfo device info absl status init const gpuinfo gpu info const std map std string std string linkables clcontext context arguments args std string code absl status init const deviceinfo device info arguments args absl status init const gpuinfo gpu info arguments args clcontext context temporary will be resolved later ,deviceinfo renamed into gpuinfo piperorigin revid change id , fix a bug in the new delegate test piperorigin revid
2074,status convertxspacetoprofileresponse const xspace xspace response set empty trace true return status ok tf return if error tf return if error req repository root req session id req host name ktraceviewer traceeventstojson trace trace viewer is the only tool skip opstats conversion status convertxspacetoprofileresponse const xspace xspace if tools contains kmemoryprofile std string json output tf return if error xspace json output tf return if error tf return if error req repository root req session id req host name kmemoryprofile json output ,make the semantics of repository root more consistent piperorigin revid change id , xla python fix a bug in the graph piperorigin revid
2075,static funcentry t global functions inputrestore 0 0 0 ret number f inputrestore inputsave 0 0 0 ret number f inputsave inputsecret 1 2 fearg 1 ret string f inputsecret insert 2 3 fearg 1 ret any f insert insert 2 3 fearg 1 ret first arg f insert interrupt 0 0 0 ret void f interrupt invert 1 1 fearg 1 ret number f invert isdirectory 1 1 fearg 1 ret number f isdirectory ,patch vim return type of insert is any problem vim return type of insert is any solution use type of the first argument , patch problem when using a terminal window is a bit slow solution add a test for the test
2076,import random import skflow import tensorflow as tf from sklearn import datasets metrics from sklearn import datasets metrics cross validation iris datasets load iris x train x test y train y test cross validation train test split iris data iris target ,added missing import in multiple gpu example , fix a bug in the test case piperorigin revid
2077,static int trytoreadnumanode const string pci bus id int device ordinal log info successful numa node read from sysfs had negative value value but there must be at least one numa node so returning numa node zero fclose file return 0 fclose file return value static int trytoreadnumanode const string pci bus id int device ordinal could not convert sysfs file contents to integral numa node value content fclose f return kunknownnumanode endif ,resource leak file tensorflow stream executor cuda cuda gpu executor cc error resource leak file tensorflow stream executor cuda cuda gpu executor cc error resource leak file tensorflow stream executor cuda cuda gpu executor cc error resource leak file , fix a bug in the new version of the client client client
2078,class memoryspaceassignment allocationsequence allocation sequence statistics of asynchronous copies struct int64 max outstanding async copies int64 num prefetches int64 prefetch bytes int64 num int64 eviction bytes virtual memoryspaceassignment default runs the memoryspaceassignment pass class memoryspaceassignment hlomodule module const hloliverange hlo live range const hloaliasanalysis alias analysis const options options returns the maximum number of outstanding asynchronous copies in the module static int64 const hlomodule module calculates asynchronous copy statistics statusor const static bufferintervalcompare getmemoryboundednessbufferintervalcompare const memoryspaceassignmentcostanalysis cost analysis ,xla calculate and print statistics about prefetches and piperorigin revid change id , xla python fix a bug in the hlo computation piperorigin revid change id id iefaaedbcfceefdda
2079,extern void item set behavior item ifdef have x11 h include x11 h static clipboard event time endif static clipboard event time easy to use macro for multihead support gui mch wait for chars long wtime if defined feat netbeans intg process the queued netbeans messages process any queued netbeans messages netbeans parse messages endif ,updated for version problem variable misplaced in ifdef solution move clipboard event time outside of ifdef , fix a bug in the new parser test for the new code svn r
2080,forward binop min forward binop and forward binop or forward binop xor forward binop shiftleft forward binop shiftrightarithmetic forward binop shiftrightlogical forward unop not forward unop abs forward unop exp ,xla add bit shift operators to local python client piperorigin revid , fix a bug in the test case piperorigin revid
2081,static void open fds char dir return while de readdir d memset buf 0 sizeof struct stat snprintf b sizeof b s s dir de d name if ignore files de d name continue everything that's not a regular file or directory static void open sockets int fd int nr to create 500 int domain type protocol if fd idx 500 nr to create fd idx static void open sockets printf creating sockets n while socks nr to create fd socket rand pf max rand type max rand proto max domain rand pf max type rand type max protocol rand proto max fd socket domain type protocol if fd 1 socket fds socks fd socks int get random fd void should never get here printf oops s d n file line exit 1 exit exit failure ,a bunch of dumb bugs found with including a missing syscall on x duh , fix a bug in the watchdog process
2082,class testcursor basetestcase value next self cursor execute insert into testtemptable intcol values 1 if sys version info 0 3 self assertraises cx oracle interfaceerror next self assertraises cx oracle interfaceerror next else self assertraises cx oracle interfaceerror next self assertraises cx oracle interfaceerror next def self self assertraises cx oracle programmingerror self cursor bindnames self assertraises cx oracle programmingerror self cursor bindnames self cursor prepare begin null end self assertequal self cursor bindnames self cursor prepare begin retval inval 5 end ,adjusted test cases to make use of encoding and nencoding parameters to both standalone connection and session pool creation added test cases for binding and fetching supplemental characters as well as fetching temporary lobs tidied up a few test cases as well , fix a bug in the test case for the test case
2083,def assert is image data data shape 1 assert is fully defined def add gan model image summaries gan model grid size 4 def add gan model image summaries gan model grid size 4 model summaries true adds image summaries for real and fake images args gan model a tuple grid size the size of an image grid model summaries also add summaries of the model raises valueerror if real and generated data aren't images def add gan model image summaries gan model grid size 4 image shape generated image shape num channels generated channels max outputs 1 add gan model summaries gan model if model summaries add gan model summaries gan model def add image comparison summaries gan model num comparisons 2 ,add option to not include histograms add option to not include histograms add test for model summaries false , fix a bug in the docstring of the docstring of the docstring change
2084,std map string string kbrokentests strided slice chooses the wrong dimension r strided slice buggy 119786029 r conv2d transpose filter shape 1 4 8 3 122735908 allows test data to be unarchived into a temporary directory and makes ,test to show errors in convd transpose piperorigin revid , fix a bug in the graph piperorigin revid
